Sample	Unique Reads	Duplicate Reads
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG317_1	13113184	821759
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316_2	19877816	1527664
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG316_1	19650663	1754817
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315_2	22788451	2869467
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG315_1	22376766	3281152
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314_2	19447456	1667775
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG314_1	19234150	1881081
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313_2	19491615	1365428
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG313_1	19304798	1552245
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312_2	20525933	4505993
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG312_1	20145252	4886674
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311_2	22366184	4383861
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG311_1	21829463	4920582
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310_2	19210481	6741884
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG310_1	18377941	7574424
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309_2	22858837	3137812
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG309_1	22586547	3410102
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308_2	28817635	2774563
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG308_1	28530069	3062129
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307_2	24597435	1949855
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG307_1	24360480	2186810
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306_2	22707917	2302383
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG306_1	22438390	2571910
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305_2	20042180	2058464
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG305_1	19813913	2286731
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304_2	29932530	6217258
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG304_1	28928714	7221074
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303_2	14048447	1765649
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG303_1	13838000	1976096
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302_2	28201689	2587646
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG302_1	27886779	2902556
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301_2	20499479	1461504
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG301_1	20261050	1699933
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300_2	24487401	5855633
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG300_1	24038380	6304654
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299_2	25995291	3379496
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG299_1	25556504	3818283
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297_2	19349317	1816797
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG297_1	19112995	2053119
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296_2	24105022	2107694
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG296_1	23653332	2559384
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295_2	20204862	2080618
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG295_1	19945689	2339791
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294_2	22738898	2767540
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG294_1	22363182	3143256
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293_2	19777670	3157831
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG293_1	19238073	3697428
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292_2	25781366	3714652
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG292_1	25392647	4103371
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291_2	27353487	4262717
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG291_1	26778867	4837337
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290_2	24500974	3080179
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290_1	24065768	3515385
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289_2	26654089	4626380
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289_1	26149124	5131345
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288_2	23672568	4497954
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288_1	23302737	4867785
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287_2	36125036	14811339
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287_1	34630083	16306292
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286_2	22188318	4465246
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286_1	21780897	4872667
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285_2	23056626	2348382
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285_1	22643488	2761520
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284_2	21941052	2672319
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284_1	21694462	2918909
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283_2	42631602	8743401
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283_1	41799289	9575714
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282_2	40418545	12455233
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282_1	39318467	13555311
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281_2	21760883	4618421
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281_1	21427613	4951691
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG280 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG280_2	19852449	3042642
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG280 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG280_1	19545079	3350012
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG279 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG279_2	33024266	4897387
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG279 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG279_1	32528363	5393290
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG278 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG278_2	29604304	7217030
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG278 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG278_1	29149665	7671669
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG277 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG277_2	21126364	9731252
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG277 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG277_1	20572474	10285142
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG276 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG276_2	18820974	5587956
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG276 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG276_1	18366897	6042033
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG275 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG275_2	26753231	10616482
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG275 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG275_1	26035695	11334018
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG274 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG274_2	31716289	3888608
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG274 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG274_1	31442378	4162519
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG273 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG273_2	28491221	5936267
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG273 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG273_1	28079791	6347697
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG272 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG272_1	18958102	7413719
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG271 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG271_2	28726960	13612104
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG271 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG271_1	27624195	14714869
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG270 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG270_2	28484091	11835670
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG270 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG270_1	27191980	13127781
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG268 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG268_2	28316137	3197786
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG268 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG268_1	27855619	3658304
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG267 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG267_2	25759173	4632420
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG267 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG267_1	25349110	5042483
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG266 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG266_2	30433690	5194827
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG266 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG266_1	30011717	5616800
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG265 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG265_2	25341562	6615363
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG265 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG265_1	24719962	7236963
