Sample	Unique Reads	Duplicate Reads
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214_2	36321558	5929508
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214_1	35942134	6308932
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213_2	30386519	7325462
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213_1	29942205	7769776
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212_2	26278963	4815410
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212_1	25910336	5184037
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG211 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG211_2	37068449	4454511
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG210 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG210_2	33723323	3618640
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG210 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG210_1	33308713	4033250
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG209 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG209_2	27719331	8202089
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG209 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG209_1	26987387	8934033
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG208 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG208_2	24366765	11537216
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG208 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG208_1	23768932	12135049
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG207 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG207_2	23251640	5451770
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG207 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG207_1	23045035	5658375
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG206 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG206_2	20168168	24803049
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG206 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG206_1	19132859	25838358
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG205 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG205_2	35149966	4721092
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG205 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG205_1	34904710	4966348
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG204 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG204_2	27542284	3123989
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG204 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG204_1	27161243	3505030
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG203 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG203_2	26344243	5156884
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG203 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG203_1	26051647	5449480
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG202 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG202_2	26837982	6582514
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG202 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG202_1	26313733	7106763
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201_2	23961789	7578212
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201_1	23244990	8295011
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200_2	24271874	3213320
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200_1	23879108	3606086
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199_2	33723355	3703080
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199_1	33470272	3956163
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198_2	30024678	3132908
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198_1	29659732	3497854
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197_2	30564812	8230854
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197_1	30044681	8750985
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196_2	27002977	7795966
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196_1	26536913	8262030
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195_2	23338475	10320019
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195_1	22606951	11051543
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194_2	33021221	4482903
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194_1	32434502	5069622
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193_2	26831310	4608012
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193_1	26295158	5144164
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192_2	26569314	5288182
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192_1	26243709	5613787
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191_2	11759081	29629818
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191_1	10119555	31269344
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190_2	21824697	5953849
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190_1	21233114	6545432
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189_2	27317448	12058217
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189_1	26445008	12930657
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188_2	24939774	8440515
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188_1	23808280	9572009
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187_2	21928379	4113044
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187_1	21455056	4586367
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186_2	30031559	5083205
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186_1	29565594	5549170
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82_2	12773937	4434045
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82_1	12349504	4858478
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73_2	2006273	695820
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73_1	1953408	748685
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29_2	2039563	1024106
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29_1	1970689	1092980
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23_2	3612146	2394617
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23_1	3392589	2614174
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18_2	6527468	8228010
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18_1	5760836	8994642
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185_2	35067351	36052125
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185_1	33556908	37562568
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184_2	23089253	16260969
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184_1	22125028	17225194
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183_2	40437288	24351846
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183_1	39047180	25741954
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182_2	31385918	12966405
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182_1	30666255	13686068
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181_2	31185728	10343213
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181_1	30635479	10893462
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180_2	11120691	3753665
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180_1	10760108	4114248
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179_2	33252875	8395478
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179_1	32710192	8938161
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178_2	34141006	9276930
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178_1	33606087	9811849
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177_2	28620804	7040013
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177_1	28101087	7559730
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176_2	45502322	19493618
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176_1	44592719	20403221
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_2	40991969	10279899
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_1	40376135	10895733
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_2	32635838	7644147
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_1	32229949	8050036
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_2	31847004	18546823
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_1	31008437	19385390
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_2	8504587	3515493
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_1	8220629	3799451
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_2	9356312	37384118
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_1	8109491	38630939
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_2	4430586	7402724
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_1	4053271	7780039
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_2	30209958	9712401
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_1	29698647	10223712
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_2	28401878	19679998
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_1	27363403	20718473
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_2	12882333	5124244
