Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG90 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG90_2 - polyg	(1, 0.08061230067265565)	(2, 0.09231925945734504)	(3, 0.09464995992772156)	(4, 0.09674010645046748)	(5, 0.09758471808881493)	(6, 0.09814601063328633)	(7, 0.0986244457069072)	(8, 0.09914297310513316)	(9, 0.0997122841145256)	(10, 0.10042459108167623)	(12, 0.1013306776177515)	(14, 0.10190934350288511)	(16, 0.10226081954858983)	(18, 0.10258423096707098)	(20, 0.10286086800684616)	(22, 0.10308003938135404)	(24, 0.10327916459355937)	(26, 0.10343686107033945)	(28, 0.1035771842064573)	(30, 0.10373220786159702)	(32, 0.10388054946263589)	(34, 0.10406230133417901)	(36, 0.10426543577884487)	(38, 0.1044418420071073)	(40, 0.10460622053798821)	(42, 0.10477861753379014)	(44, 0.10495903299451309)	(46, 0.10513944845523605)	(48, 0.105319863915959)	(50, 0.10547221474945839)	(52, 0.10566866714002338)	(54, 0.10582235438434293)	(56, 0.10598806932604402)	(58, 0.10615512067856527)	(60, 0.10630613510124448)	(62, 0.10645314029146319)	(64, 0.10659880907086172)	(66, 0.10678590658568551)	(68, 0.10695429434902695)	(70, 0.10719885752911805)	(72, 0.10736724529245947)	(74, 0.10753696946662107)	(76, 0.1077227305706247)	(78, 0.10796863016153599)	(80, 0.10815171844389929)	(82, 0.10830273286657849)	(84, 0.1084537472892577)	(86, 0.10863015351752014)	(88, 0.10879854128086157)	(90, 0.10898563879568537)	(92, 0.1091981281160924)	(94, 0.10939057127419688)	(96, 0.10956831391327951)	(98, 0.1097153191034982)	(100, 0.1099425089429271)	(102, 0.11012693363611056)	(104, 0.11034075936733778)	(106, 0.1105853225474289)	(108, 0.11081117597603762)	(110, 0.11105707556694891)	(112, 0.11129228387129883)	(114, 0.11152749217564875)	(116, 0.11182016614526599)	(118, 0.11217565142343122)	(120, 0.11248436232289048)	(122, 0.11280109168727079)	(124, 0.11310712976508971)	(126, 0.11343855964849188)	(128, 0.11379404492665711)	(130, 0.11414284815072148)	(132, 0.11447294162330349)	(134, 0.11479100739850395)	(136, 0.11520796757439698)	(138, 0.11562492775029004)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG91 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG91_2 - polyg	(1, 0.12044014797148357)	(2, 0.12770282664965396)	(3, 0.12903388180555714)	(4, 0.13121646351316257)	(5, 0.13225108280465062)	(6, 0.13296601636000474)	(7, 0.13366351251156972)	(8, 0.13429707151590792)	(9, 0.13506431728262938)	(10, 0.13604517124576765)	(12, 0.1372294615864457)	(14, 0.13790516098327427)	(16, 0.13830040880249445)	(18, 0.1386418912933648)	(20, 0.13888746806339497)	(22, 0.1391679196410034)	(24, 0.1394164026449984)	(26, 0.13961693278857334)	(28, 0.1397971192943943)	(30, 0.1399743995662504)	(32, 0.14013860178526466)	(34, 0.14031297582315588)	(36, 0.14047863115915257)	(38, 0.14063992714420198)	(40, 0.14080848871416352)	(42, 0.14094653482749409)	(44, 0.1411180026314205)	(46, 0.14130981407310084)	(48, 0.1414696569411678)	(50, 0.14161206240544566)	(52, 0.14176899903954782)	(54, 0.14191867008873776)	(56, 0.1420479975001738)	(58, 0.14220057478332865)	(60, 0.1423284490777822)	(62, 0.14246940142507764)	(64, 0.14258855701763667)	(66, 0.1427193375460551)	(68, 0.1428704617122275)	(70, 0.14301432029348776)	(72, 0.14316689757664264)	(74, 0.14327588135032465)	(76, 0.14342409928253222)	(78, 0.14369728527522851)	(80, 0.1438803780150143)	(82, 0.14405911140385283)	(84, 0.14422040738890224)	(86, 0.1443860627248989)	(88, 0.14454735870994834)	(90, 0.14472609209878684)	(92, 0.1448961067857308)	(94, 0.14505304341983294)	(96, 0.14520998005393504)	(98, 0.14535529175217776)	(100, 0.14549915033343802)	(102, 0.14564446203168074)	(104, 0.14581157048465984)	(106, 0.14603389738297118)	(108, 0.14627220856808923)	(110, 0.14655266014569762)	(112, 0.1468243930214115)	(114, 0.14704381368575797)	(116, 0.14732281214638399)	(118, 0.14761343554286938)	(120, 0.1479142307582318)	(122, 0.14824990078117245)	(124, 0.1485928363890252)	(126, 0.14897064680445626)	(128, 0.1493382854010103)	(130, 0.14981926712219368)	(132, 0.15023195234520292)	(134, 0.15059087223986242)	(136, 0.15103697915346753)	(138, 0.15158771048980738)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG92 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG92_1 - illumina_universal_adapter	(1, 1.4496679492072302e-05)	(2, 1.7396015390486765e-05)	(3, 2.8993358984144604e-05)	(4, 3.7691366679387986e-05)	(5, 4.928871027304583e-05)	(6, 5.508738206987475e-05)	(7, 6.378538976511813e-05)	(8, 7.538273335877597e-05)	(9, 8.987941285084827e-05)	(10, 9.13290808000555e-05)	(12, 0.00010292642439371335)	(14, 0.00011307410003816396)	(16, 0.00011887277183499287)	(18, 0.00013626878722547965)	(20, 0.00016526214620962425)	(22, 0.000182658161600111)	(24, 0.00022759786802553514)	(26, 0.0002696382385525448)	(28, 0.0003392223001144919)	(30, 0.0004320010488637546)	(32, 0.0005885651873781355)	(34, 0.000800216707962391)	(36, 0.0010350629157339624)	(38, 0.0013423925209658952)	(40, 0.001719306187759775)	(42, 0.0021382602250806645)	(44, 0.0025659122700967974)	(46, 0.003084893395912986)	(48, 0.0036372168845609405)	(50, 0.00424462775527877)	(52, 0.004875233313183916)	(54, 0.005576872600600215)	(56, 0.006278511888016514)	(58, 0.00704973523699476)	(60, 0.007900690323179405)	(62, 0.00867336334010686)	(64, 0.009595352155802657)	(66, 0.010555032338177842)	(68, 0.011650981307778509)	(70, 0.012732433597887102)	(72, 0.013937107663678311)	(74, 0.01523021147437116)	(76, 0.016640738388949798)	(78, 0.018001976593255385)	(80, 0.019641551043808762)	(82, 0.021363756567466953)	(84, 0.023056968732140998)	(86, 0.024795120603240465)	(88, 0.026695635284651145)	(90, 0.028427988483953785)	(92, 0.030322704493567634)	(94, 0.032294252904489465)	(96, 0.03434408338466849)	(98, 0.03639536353279672)	(100, 0.03865394619766159)	(102, 0.040883535503542304)	(104, 0.043432051758248616)	(106, 0.0459747693411581)	(108, 0.04856532596639142)	(110, 0.051254460012170835)	(112, 0.05404362114644554)	(114, 0.056947306048707624)	(116, 0.05992782335227769)	(118, 0.06317942856234951)	(120, 0.06648757082244042)	(122, 0.06993488120565519)	(124, 0.0735619504145717)	(126, 0.07733398641840891)	(128, 0.0814220500351733)	(130, 0.0856318857596711)	(132, 0.09016354776889289)	(134, 0.09464737073579085)	(136, 0.09919932809630155)	(138, 0.10415139381079346)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG92 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG92_2 - illumina_universal_adapter	(1, 2.0295351288901222e-05)	(2, 2.3194687187315683e-05)	(3, 3.479203078097353e-05)	(4, 4.928871027304583e-05)	(5, 6.958406156194706e-05)	(6, 7.248339746036152e-05)	(7, 8.118140515560489e-05)	(8, 8.698007695243382e-05)	(9, 0.00010147675644450612)	(10, 0.00010437609234292057)	(12, 0.00011597343593657842)	(14, 0.00012177210773340734)	(16, 0.000126121111581029)	(18, 0.00014206745902230856)	(20, 0.000163812478260417)	(22, 0.00018990650134614715)	(24, 0.00021745019238108453)	(26, 0.00025659122700967974)	(28, 0.0003261752885716268)	(30, 0.00042475270911771846)	(32, 0.0005943638591749643)	(34, 0.0008205120592512923)	(36, 0.0010727542824133505)	(38, 0.0013873322273913193)	(40, 0.0017598968903375775)	(42, 0.002194797275099747)	(44, 0.002635496331658745)	(46, 0.0031776721446622486)	(48, 0.0037357943051070323)	(50, 0.004344654843774069)	(52, 0.004952065714491898)	(54, 0.005655154669857405)	(56, 0.006368391300867362)	(58, 0.007122218634455122)	(60, 0.00794563002960483)	(62, 0.008740048065770391)	(64, 0.009666385885313811)	(66, 0.01064056274718107)	(68, 0.011736511716781736)	(70, 0.012839709026128437)	(72, 0.01406757777910696)	(74, 0.015360681589799812)	(76, 0.01674366481334351)	(78, 0.01808895667020782)	(80, 0.019718383445116748)	(82, 0.021420293617486034)	(84, 0.023062767403937826)	(86, 0.024800919275037296)	(88, 0.026684037941057486)	(90, 0.028385948113426776)	(92, 0.030270516447396173)	(94, 0.032240615190368804)	(96, 0.03429914367824306)	(98, 0.036340276150726845)	(100, 0.03856406678481074)	(102, 0.040792206422742255)	(104, 0.04333347433770253)	(106, 0.04583850055393262)	(108, 0.048397164484283384)	(110, 0.051086298530062794)	(112, 0.053872560328439095)	(114, 0.0567211578486313)	(116, 0.05967703079706484)	(118, 0.06289674331225409)	(120, 0.06619473789670055)	(122, 0.06963045093632168)	(124, 0.07323867446189848)	(126, 0.07698316677470075)	(128, 0.0810016463299032)	(130, 0.08508391127487075)	(132, 0.08950829785585122)	(134, 0.0939326844368317)	(136, 0.09843825242296776)	(138, 0.10328014337331992)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG92 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG92_2 - polyg	(1, 0.09237284172348471)	(2, 0.10312067989890712)	(3, 0.10535316854068626)	(4, 0.10737690499777955)	(5, 0.10829889381347534)	(6, 0.10895704306241542)	(7, 0.1095543062574888)	(8, 0.11018056281154633)	(9, 0.11081551737329909)	(10, 0.11163602943255038)	(12, 0.11273342807010026)	(14, 0.11337128196775145)	(16, 0.11381777969610726)	(18, 0.11407727025901537)	(20, 0.11438025086039967)	(22, 0.11461799640406967)	(24, 0.1148484936079936)	(26, 0.11508044047986676)	(28, 0.11525729996967005)	(30, 0.11543850846332096)	(32, 0.11556028057105436)	(34, 0.11574583806855288)	(36, 0.11595603992118793)	(38, 0.11613434907894042)	(40, 0.11630106089309925)	(42, 0.11648081971880095)	(44, 0.11668232356374075)	(46, 0.11686498172534086)	(48, 0.11701864652795683)	(50, 0.11716941199467439)	(52, 0.11735062048832529)	(54, 0.11755067466531588)	(56, 0.11772753415511916)	(58, 0.11786525261029385)	(60, 0.11805805844753842)	(62, 0.11824506561298614)	(64, 0.11842482443868785)	(66, 0.11860458326438955)	(68, 0.11877274474649757)	(70, 0.11899309427477708)	(72, 0.11922359147870104)	(74, 0.11937580661336779)	(76, 0.11954831709932345)	(78, 0.11978751231094265)	(80, 0.12002090885076501)	(82, 0.12022821136750164)	(84, 0.1203992721855081)	(86, 0.12057323233941296)	(88, 0.12071964880228289)	(90, 0.12087476327284807)	(92, 0.1210443744229053)	(94, 0.12123283125630224)	(96, 0.12145318078458175)	(98, 0.1216256912705374)	(100, 0.12179965142444228)	(102, 0.12200115526938207)	(104, 0.1222461491527981)	(106, 0.12249259270416332)	(108, 0.12280282164529369)	(110, 0.1231492922851542)	(112, 0.12356389731862748)	(114, 0.12402199239057696)	(116, 0.12456851720742809)	(118, 0.12517012940634908)	(120, 0.12580363430015265)	(122, 0.12647628022858481)	(124, 0.12722430889037573)	(126, 0.1279824852278111)	(128, 0.12876240658448462)	(130, 0.12965395237324706)	(132, 0.13056434384534918)	(134, 0.13147618498540053)	(136, 0.1324315161639281)	(138, 0.13342453870913507)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG93 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG93_1 - illumina_universal_adapter	(1, 1.774888606216185e-05)	(2, 2.1298663274594223e-05)	(3, 2.1298663274594223e-05)	(4, 2.8398217699458966e-05)	(5, 2.8398217699458966e-05)	(6, 4.2597326549188445e-05)	(7, 5.324665818648556e-05)	(8, 6.03462126113503e-05)	(9, 6.389598982378267e-05)	(10, 7.986998727972834e-05)	(12, 0.00010294353916053875)	(14, 0.00011714264801026823)	(16, 0.00014021619989107865)	(18, 0.00019168796947134802)	(20, 0.00022186107577702317)	(22, 0.0002609086251137792)	(24, 0.0003230297263313457)	(26, 0.0004508217059789111)	(28, 0.0005857132400513411)	(30, 0.0008821196372894441)	(32, 0.0012388722471388973)	(34, 0.0017429406113042938)	(36, 0.002333978517174284)	(38, 0.0030847563976037296)	(40, 0.003961551369074525)	(42, 0.005005185869529642)	(44, 0.0061073916939898935)	(46, 0.007335614609491494)	(48, 0.008688079727428227)	(50, 0.010177211268043607)	(52, 0.011877554552798712)	(54, 0.013666642267864626)	(56, 0.015496552420873513)	(58, 0.01734953612576321)	(60, 0.01940663202036777)	(62, 0.02171398720844881)	(64, 0.02415090926478363)	(66, 0.02670497396912872)	(68, 0.029466700640401106)	(70, 0.03224972597494809)	(72, 0.03512149573980587)	(74, 0.038286122124689334)	(76, 0.041638886701831704)	(78, 0.04503069882831084)	(80, 0.048434935175033486)	(82, 0.05203263437983369)	(84, 0.05574747623264416)	(86, 0.059845694024397336)	(88, 0.06389598982378267)	(90, 0.06810247582051503)	(92, 0.07224151605021117)	(94, 0.0767621573302438)	(96, 0.08122245239766507)	(98, 0.0858975089864385)	(100, 0.09090446974457436)	(102, 0.09576411474839427)	(104, 0.10109233034425527)	(106, 0.10656431191721977)	(108, 0.1118552548523502)	(110, 0.11747455217963065)	(112, 0.1229625077500511)	(114, 0.12921544030975074)	(116, 0.13545949842641924)	(118, 0.14192896739607724)	(120, 0.1484019861429477)	(122, 0.15529032882367272)	(124, 0.16231533792707636)	(126, 0.16967225119984244)	(128, 0.17750660950768068)	(130, 0.18537824047624946)	(132, 0.1937699138064396)	(134, 0.20251478996926675)	(136, 0.21108217727147227)	(138, 0.22040211734271345)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG93 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG93_2 - illumina_universal_adapter	(1, 2.1298663274594223e-05)	(2, 2.8398217699458966e-05)	(3, 3.54977721243237e-05)	(4, 3.904754933675608e-05)	(5, 4.2597326549188445e-05)	(6, 5.324665818648556e-05)	(7, 7.09955442486474e-05)	(8, 7.454532146107979e-05)	(9, 8.164487588594452e-05)	(10, 9.229420752324163e-05)	(12, 0.00010649331637297113)	(14, 0.0001348915340724301)	(16, 0.00016506464037810523)	(18, 0.00020233730110864512)	(20, 0.00023960996183918502)	(22, 0.0002910817314194544)	(24, 0.0003461032782121561)	(26, 0.0004774450350721538)	(28, 0.0006283105666005295)	(30, 0.0009300416296572811)	(32, 0.0012903440167191665)	(34, 0.0017802132720348338)	(36, 0.002374800955117256)	(38, 0.0031522021646399447)	(40, 0.004002373807017498)	(42, 0.005038908753047751)	(44, 0.006144664354720433)	(46, 0.0073906361562841956)	(48, 0.008785698600770117)	(50, 0.0102641808097482)	(52, 0.011989372534990331)	(54, 0.013782010027268678)	(56, 0.015620794623308646)	(58, 0.017464903885167263)	(60, 0.019484727119041284)	(62, 0.021767233866635295)	(64, 0.024189956814120388)	(66, 0.02668367530585413)	(68, 0.029441852199914083)	(70, 0.032240851531917004)	(72, 0.03511439618538101)	(74, 0.03825062435256501)	(76, 0.041574990712007924)	(78, 0.04491178129169435)	(80, 0.04823437276253105)	(82, 0.05177172575471991)	(84, 0.055413797174675525)	(86, 0.05942149564751167)	(88, 0.06345404256083484)	(90, 0.0676161563424118)	(92, 0.07173922257465198)	(94, 0.07630778584705245)	(96, 0.08074678225119913)	(98, 0.08535261818433013)	(100, 0.09030278250706708)	(102, 0.09512692973876266)	(104, 0.10045159555741122)	(106, 0.10588452958103897)	(108, 0.1111736976275632)	(110, 0.11682671783836174)	(112, 0.12228095052526408)	(114, 0.12853565797356992)	(116, 0.13472291965483954)	(118, 0.14113026752327998)	(120, 0.14758553738408825)	(122, 0.15443128273826406)	(124, 0.16140304518348125)	(126, 0.1687013871322422)	(128, 0.17643990145534477)	(130, 0.18422278799360275)	(132, 0.19251329267323852)	(134, 0.20119249795763566)	(136, 0.20970841349026093)	(138, 0.21896623246028457)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG93 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG93_2 - polyg	(1, 0.0994186103885934)	(2, 0.10921599549490675)	(3, 0.11114707429846996)	(4, 0.11328404018035423)	(5, 0.11424957958213584)	(6, 0.11487434037152394)	(7, 0.11551330026976177)	(8, 0.11613806105914987)	(9, 0.1167557222941131)	(10, 0.1176236428225528)	(12, 0.11852528623451064)	(14, 0.11909502547710604)	(16, 0.11946242741859278)	(18, 0.11979433158795522)	(20, 0.12010316220543682)	(22, 0.12033922239006357)	(24, 0.1205610834658406)	(26, 0.12076342076694924)	(28, 0.12090896163265898)	(30, 0.12109177515909925)	(32, 0.1212639393539022)	(34, 0.12144142821452383)	(36, 0.12165441484726977)	(38, 0.12184965259395356)	(40, 0.12200406790269436)	(42, 0.12218688142913463)	(44, 0.12238921873024328)	(46, 0.12257203225668353)	(48, 0.12278856866664191)	(50, 0.12297848174750704)	(52, 0.12317016971697839)	(54, 0.12334055902317514)	(56, 0.12351449810658433)	(58, 0.12369021207859973)	(60, 0.12387835027085864)	(62, 0.1240931117922108)	(64, 0.12428302487307594)	(66, 0.1244977863944281)	(68, 0.12467172547783728)	(70, 0.12485986367009619)	(72, 0.12504800186235512)	(74, 0.12523791494322023)	(76, 0.1254509015759662)	(78, 0.12574375819599187)	(80, 0.1259886928236497)	(82, 0.126221203231064)	(84, 0.1264608131929032)	(86, 0.12666847515983048)	(88, 0.12683353980020862)	(90, 0.1270305524354986)	(92, 0.12726483773151914)	(94, 0.12750089791614588)	(96, 0.12774583254380373)	(98, 0.12799431694867397)	(100, 0.12826055023960642)	(102, 0.12858535485454398)	(104, 0.12895630657324314)	(106, 0.12946569960322718)	(108, 0.130079811060978)	(110, 0.130736519845278)	(112, 0.13151037127758824)	(114, 0.13244396268445796)	(116, 0.1335355191772809)	(118, 0.13463595011313495)	(120, 0.13590144568936707)	(122, 0.13726456013894112)	(124, 0.13879806389471191)	(126, 0.1405072816224981)	(128, 0.14228926978313916)	(130, 0.14442801055362964)	(132, 0.14646735756217205)	(134, 0.1485901243352066)	(136, 0.15079986064994574)	(138, 0.15327938003282976)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG94 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG94_2 - polyg	(1, 0.08342351265012433)	(2, 0.08916411146144529)	(3, 0.08999312786175442)	(4, 0.09118093168777111)	(5, 0.09178706499029222)	(6, 0.09228175674391931)	(7, 0.092773730410988)	(8, 0.09325754981838154)	(9, 0.0937875766972677)	(10, 0.09447525259654052)	(12, 0.09529747378045368)	(14, 0.09584788630852778)	(16, 0.09616997956569706)	(18, 0.09646896908712002)	(20, 0.09678426712789334)	(22, 0.09703025396142768)	(24, 0.09725313705921572)	(26, 0.0974597116376534)	(28, 0.09764590056690316)	(30, 0.09781306289024419)	(32, 0.09799517468965635)	(34, 0.09819087692186047)	(36, 0.09839745150029816)	(38, 0.09863800216071573)	(40, 0.09885409004210778)	(42, 0.09912046252483006)	(44, 0.09935285892557245)	(46, 0.09955943350401014)	(48, 0.09972931391390955)	(50, 0.09993588849234725)	(52, 0.10011256411864264)	(54, 0.10030147113445077)	(56, 0.10049309623681732)	(58, 0.10067520803622948)	(60, 0.10086683313859603)	(62, 0.10105438111112497)	(64, 0.10122697960758278)	(66, 0.10140501427715737)	(68, 0.10166323250020447)	(70, 0.10193096402620594)	(72, 0.10214297477776041)	(74, 0.10235906265915246)	(76, 0.10256699628086935)	(78, 0.10282929163375404)	(80, 0.10309566411647632)	(82, 0.10332398338738114)	(84, 0.10354143031205237)	(86, 0.10376159532328201)	(88, 0.10396952894499889)	(90, 0.1041693083070406)	(92, 0.10443568078976287)	(94, 0.10468030858001803)	(96, 0.10491134593748123)	(98, 0.10512335668903569)	(100, 0.10532449509435661)	(102, 0.10556232766821579)	(104, 0.10585316292996358)	(106, 0.10618205140352885)	(108, 0.10646880953543905)	(110, 0.10682351983130903)	(112, 0.10719725673308773)	(114, 0.1075533260722369)	(116, 0.10799365609469617)	(118, 0.1084489355932266)	(120, 0.10889334274552347)	(122, 0.10945598666311032)	(124, 0.11003358005676833)	(126, 0.11058263354156322)	(128, 0.11120915249327226)	(130, 0.11191041882533703)	(132, 0.1126429431528233)	(134, 0.11339041695638072)	(136, 0.11411886415402939)	(138, 0.11491798160219624)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG95 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG95_2 - polyg	(1, 0.11572835994975013)	(2, 0.12683393898956835)	(3, 0.1289289173565859)	(4, 0.1308538843901544)	(5, 0.13194250534788474)	(6, 0.13267190881074686)	(7, 0.13336840685423176)	(8, 0.13401006253208791)	(9, 0.13481350318854884)	(10, 0.1358212316569768)	(12, 0.13708946136214123)	(14, 0.1377749909325004)	(16, 0.1382329246855003)	(18, 0.13863738713201218)	(20, 0.13898837827203608)	(22, 0.1393256588206528)	(24, 0.13963963136387725)	(26, 0.1399138431920209)	(28, 0.14015789171906878)	(30, 0.14040879554182023)	(32, 0.14066244148285312)	(34, 0.14090511895076024)	(36, 0.14113134370897878)	(38, 0.141358939526338)	(40, 0.14163589347276312)	(42, 0.1418758288223888)	(44, 0.14208148769349654)	(46, 0.14233650469367015)	(48, 0.14253805038735573)	(50, 0.14276427514557427)	(52, 0.14298364460808918)	(54, 0.1432400326674035)	(56, 0.14348682331273283)	(58, 0.14374869560860998)	(60, 0.14397217824854708)	(62, 0.14420251618418775)	(64, 0.14442736988326554)	(66, 0.1446714184103134)	(68, 0.1449031274050948)	(70, 0.1451718549966756)	(72, 0.14537888492692408)	(74, 0.14559002803459467)	(76, 0.14575866830890302)	(78, 0.14603836437360956)	(80, 0.14632354467487896)	(82, 0.14656896426106752)	(84, 0.14676502571819028)	(86, 0.1469775398850016)	(88, 0.14719279617009437)	(90, 0.14743958681542366)	(92, 0.1476685536919236)	(94, 0.1479153443372529)	(96, 0.14818270086969298)	(98, 0.14837739126767496)	(100, 0.1486639426280851)	(102, 0.14893129916052517)	(104, 0.1492397874671868)	(106, 0.14959626284377353)	(108, 0.14994176974723455)	(110, 0.15030510041952488)	(112, 0.15068077062408172)	(114, 0.1510701514200457)	(116, 0.15147187174827617)	(118, 0.15194351609268325)	(120, 0.1523863681951353)	(122, 0.15287035207180885)	(124, 0.15337627289473388)	(126, 0.15388219371765893)	(128, 0.1544402147879313)	(130, 0.1550188017453144)	(132, 0.15559327552527538)	(134, 0.1561732335417992)	(136, 0.15685053675731406)	(138, 0.15757034280619117)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch3_P3_for_Q | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG97 | AAAWL5JHV_230321_MG_Batch3_P3_23s002006-1-1_Gross_lane1MG97_2 - polyg	(1, 0.14100930727069633)	(2, 0.1484866058218422)	(3, 0.14982543546246457)	(4, 0.151680949357599)	(5, 0.1525518385413048)	(6, 0.15340647979247882)	(7, 0.1544106020229456)	(8, 0.15534323335027234)	(9, 0.15659757374172922)	(10, 0.15820124468262037)	(12, 0.16028098004669394)	(14, 0.1616246840670759)	(16, 0.1626466790233277)	(18, 0.16356956159113534)	(20, 0.1644826953994239)	(22, 0.16538120606843382)	(24, 0.16624884566563328)	(26, 0.16716197947392183)	(28, 0.16795812816798128)	(30, 0.16871203223745795)	(32, 0.16953580241682148)	(34, 0.17036769656245093)	(36, 0.17126458243820764)	(38, 0.17210622534335618)	(40, 0.17292837072946654)	(42, 0.17381550784570415)	(44, 0.1747497639662841)	(46, 0.17569376884638316)	(48, 0.17652078861225304)	(50, 0.1774160496947566)	(52, 0.1781569554182078)	(54, 0.17899534873684997)	(56, 0.17972975528728846)	(58, 0.18043491555916968)	(60, 0.1811936940084059)	(62, 0.18191022783305938)	(64, 0.1826592575227765)	(66, 0.18335141944863226)	(68, 0.18404195658123482)	(70, 0.18491609535144699)	(72, 0.18571386883875962)	(74, 0.1864856456340213)	(76, 0.1872086786316875)	(78, 0.18799020418646828)	(80, 0.18865961900677947)	(82, 0.1893647792786607)	(84, 0.1900601907910228)	(86, 0.1908108452739931)	(88, 0.19159562041528028)	(90, 0.19243238894066922)	(92, 0.1931229260732718)	(94, 0.1938264615518998)	(96, 0.19462098545270606)	(98, 0.1953667655559168)	(100, 0.19612554400515309)	(102, 0.19687619848812338)	(104, 0.19768047114844872)	(106, 0.19849286777503997)	(108, 0.19925164622427619)	(110, 0.20002667260604423)	(112, 0.20090081137625643)	(114, 0.20174407907465813)	(116, 0.20264421453692125)	(118, 0.20350210537460162)	(120, 0.2043843681110797)	(122, 0.20540961265383784)	(124, 0.2064364819898492)	(126, 0.20746497611911374)	(128, 0.20843660248451684)	(130, 0.20955933462246595)	(132, 0.21050171470931184)	(134, 0.2114684666949554)	(136, 0.21261232114519588)	(138, 0.21380004501327227)
