Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426_2 - illumina_universal_adapter	(1, 0.005530833536946101)	(2, 0.009430590159511315)	(3, 0.015041494744981568)	(4, 0.020290596814898244)	(5, 0.02252368939040517)	(6, 0.025180861963651126)	(7, 0.028051557332961486)	(8, 0.03234870360375768)	(9, 0.037111448193749876)	(10, 0.049483314869048396)	(15, 0.059738933387797455)	(20, 0.07139193998301248)	(25, 0.08885988405771486)	(30, 0.11992507840957427)	(35, 0.16160413508246857)	(40, 0.20578674653921808)	(45, 0.24987623833212838)	(50, 0.2930784242836154)	(55, 0.33596329163539573)	(60, 0.37858837291863096)	(65, 0.42230657229394036)	(70, 0.4667412592738215)	(75, 0.5125163949178846)	(80, 0.5598757510849701)	(85, 0.6093400861499239)	(90, 0.6623868592377361)	(95, 0.7180896186610383)	(100, 0.7769198939278061)	(105, 0.8395639235798354)	(110, 0.9057435348633647)	(115, 0.9779646550377604)	(120, 1.0566810200446601)	(125, 1.1413653472015597)	(130, 1.2311160958139655)	(135, 1.3280293479965763)	(140, 1.3892534510547774)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426_2 - polyg	(1, 0.3237094556168106)	(2, 0.3243085056835468)	(3, 0.3244004391096301)	(4, 0.3245101661020521)	(5, 0.3246198930944741)	(6, 0.3247177577093369)	(7, 0.3248601062400465)	(8, 0.32504100749782333)	(9, 0.3256133672150515)	(10, 0.3297782479760634)	(15, 0.3341827487637697)	(20, 0.33480018551572266)	(25, 0.3353950837503132)	(30, 0.3360190448099237)	(35, 0.3369721868468001)	(40, 0.33764715612991475)	(45, 0.3381329204909613)	(50, 0.33905581346506186)	(55, 0.3402906869689677)	(60, 0.3410308993286576)	(65, 0.3416240182066143)	(70, 0.34226577283256343)	(75, 0.3516613689782753)	(80, 0.37486002765179527)	(85, 0.4035343598066111)	(90, 0.42230123422403876)	(95, 0.4392543511126748)	(100, 0.45952537500460033)	(105, 0.4901006531632676)	(110, 0.5302376007534745)	(115, 0.572926738875529)	(120, 0.6166022336916257)	(125, 0.6597545976573642)	(130, 0.7027527507148342)	(135, 0.7458979972540376)	(140, 0.7723860932247052)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427_1 - illumina_universal_adapter	(1, 0.005239210075811774)	(2, 0.008714058917866883)	(3, 0.013473793727100511)	(4, 0.017942610958859757)	(5, 0.01979316999334957)	(6, 0.022166303194784107)	(7, 0.024598697384222684)	(8, 0.02786882644953656)	(9, 0.031206297546673215)	(10, 0.04002110014414696)	(15, 0.04747667117130986)	(20, 0.056331340251622695)	(25, 0.07031693342057628)	(30, 0.09533045772082724)	(35, 0.1293931348892952)	(40, 0.16565547218522228)	(45, 0.20172601937451806)	(50, 0.2372314322327571)	(55, 0.2723581135040249)	(60, 0.3072903109873885)	(65, 0.3420533452868134)	(70, 0.3768761793104968)	(75, 0.412514121287363)	(80, 0.4489219173720273)	(85, 0.48709892331673943)	(90, 0.5268172536858112)	(95, 0.5687153109409225)	(100, 0.612901919805499)	(105, 0.6596776951095975)	(110, 0.7097742406869404)	(115, 0.7638536633944095)	(120, 0.8211202497839871)	(125, 0.8818051177088883)	(130, 0.9465730677072681)	(135, 1.0158453915302095)	(140, 1.0594086825482343)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 5.3873625458218757e-05)	(4, 7.272939436859532e-05)	(5, 8.889148200606095e-05)	(6, 0.00010235988837061564)	(7, 0.00010505356964352657)	(8, 0.00013468406364554688)	(9, 0.00014815247001010159)	(10, 0.00018963516161293003)	(15, 0.0004202142785741063)	(20, 0.0005473560346555026)	(25, 0.0006410961429528031)	(30, 0.0008027170193274594)	(35, 0.001065620311563567)	(40, 0.001320981296235524)	(45, 0.0015811909071987203)	(50, 0.0017595126074654243)	(55, 0.0019723134280253884)	(60, 0.002404379904200303)	(65, 0.014854574747594657)	(70, 0.3939481924819517)	(75, 0.4396712771445966)	(80, 0.45910295511112154)	(85, 0.4692699857075965)	(90, 0.47912401054015935)	(95, 0.493551906174125)	(100, 0.518175924162313)	(105, 0.5522278266056893)	(110, 0.5895164564665953)	(115, 0.6271046236850492)	(120, 0.6644869936542526)	(125, 0.7016447106052952)	(130, 0.7383687448713993)	(135, 0.7755296942399694)	(140, 0.7979949960560465)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427_2 - illumina_universal_adapter	(1, 0.005301164745088726)	(2, 0.008813725124964589)	(3, 0.013632720922202256)	(4, 0.01812308760414479)	(5, 0.01999519608881789)	(6, 0.022373716652798248)	(7, 0.024835741336238847)	(8, 0.028116645126644368)	(9, 0.03147835935523722)	(10, 0.04034326442438711)	(15, 0.04786779369213653)	(20, 0.056816741617001246)	(25, 0.07105931197939053)	(30, 0.09658517445774917)	(35, 0.13126470463771372)	(40, 0.1682279378008522)	(45, 0.2050220077800519)	(50, 0.24127464782339642)	(55, 0.27715609858733387)	(60, 0.3128392944095851)	(65, 0.3485887547911498)	(70, 0.38437808165555376)	(75, 0.4209798227918675)	(80, 0.4585049578685352)	(85, 0.4978617962107824)	(90, 0.5389215798537638)	(95, 0.5821346923063102)	(100, 0.627660599499778)	(105, 0.6758909626912484)	(110, 0.7274701104412016)	(115, 0.7831032485068857)	(120, 0.8423410708519794)	(125, 0.9049928648423602)	(130, 0.971927073320415)	(135, 1.0435709141360272)	(140, 1.0886243496342263)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427_2 - polyg	(1, 0.40996212764940726)	(2, 0.4108375740631033)	(3, 0.4109614834016572)	(4, 0.4111042485091215)	(5, 0.4112631757042232)	(6, 0.4114194092180521)	(7, 0.41157833641315383)	(8, 0.4118342361340804)	(9, 0.412510350133581)	(10, 0.41828183162892)	(15, 0.42437170625071696)	(20, 0.4250849930517838)	(25, 0.425757874633757)	(30, 0.42656597901563026)	(35, 0.4276800855901062)	(40, 0.4284181542588838)	(45, 0.4291282086424232)	(50, 0.43021753334918833)	(55, 0.4317136039281631)	(60, 0.4326844066589201)	(65, 0.4336363536207669)	(70, 0.4346895829984751)	(75, 0.44349792076089384)	(80, 0.46410350502615333)	(85, 0.4874609540798186)	(90, 0.5037113944630358)	(95, 0.5185514233317567)	(100, 0.536329719732969)	(105, 0.5629335934567464)	(110, 0.5978480126437089)	(115, 0.6352648617332056)	(120, 0.6733050286692539)	(125, 0.7114755697789109)	(130, 0.7496875935801709)	(135, 0.7876862778246164)	(140, 0.8108438557278317)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428_1 - illumina_universal_adapter	(1, 0.005675225484487787)	(2, 0.009447396977167111)	(3, 0.014305536179849618)	(4, 0.018920898947363145)	(5, 0.02089704691965259)	(6, 0.02328043278319323)	(7, 0.025716028632791713)	(8, 0.02913317222027769)	(9, 0.03266256727778803)	(10, 0.04176903304599742)	(15, 0.04972374652177073)	(20, 0.059163834100889746)	(25, 0.07421075208276076)	(30, 0.09820489537536473)	(35, 0.1283833115165205)	(40, 0.16057024582132157)	(45, 0.19387395172789995)	(50, 0.22754208333716205)	(55, 0.261738057905469)	(60, 0.2969484725028799)	(65, 0.3334881533453235)	(70, 0.37112267759540013)	(75, 0.4105187667750685)	(80, 0.45258226414243213)	(85, 0.4971121612511685)	(90, 0.5437889329866034)	(95, 0.5936672210671053)	(100, 0.6471803683769545)	(105, 0.7041451178650877)	(110, 0.7655080365787339)	(115, 0.8306922041719538)	(120, 0.9005423782191633)	(125, 0.9755263601954407)	(130, 1.056177214058437)	(135, 1.1426938598550316)	(140, 1.1975769971990387)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 4.959948675495306e-05)	(4, 6.787298187519892e-05)	(5, 8.614647699544478e-05)	(6, 0.00011747246863015198)	(7, 0.00015401945887064372)	(8, 0.00019578744771691996)	(9, 0.0002375554365631962)	(10, 0.00036808040170780955)	(15, 0.0007930696882186703)	(20, 0.0011491417931331755)	(25, 0.001443084014638845)	(30, 0.0018414462082602047)	(35, 0.0022685238942133793)	(40, 0.002735803269431095)	(45, 0.0032464169330768218)	(50, 0.0037533758976985)	(55, 0.004261901161901913)	(60, 0.004952639277447207)	(65, 0.015102260567092341)	(70, 0.3370342555983724)	(75, 0.3825216838514095)	(80, 0.40251758641170376)	(85, 0.4133699541136874)	(90, 0.4239257690948627)	(95, 0.43963888649883176)	(100, 0.46380323434598425)	(105, 0.4946629908051949)	(110, 0.528280478727981)	(115, 0.5632371527931507)	(120, 0.5990829629208856)	(125, 0.6356007155691848)	(130, 0.6733631542851033)	(135, 0.7125117681308575)	(140, 0.7368473647322797)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428_2 - illumina_universal_adapter	(1, 0.005730045969848524)	(2, 0.00954920644997991)	(3, 0.014467387136628939)	(4, 0.01909058140205114)	(5, 0.021085002869460835)	(6, 0.023502325223939073)	(7, 0.025945752571446233)	(8, 0.029394222150566918)	(9, 0.03293405920528883)	(10, 0.04206610786666655)	(15, 0.050108012019156475)	(20, 0.05979035393358388)	(25, 0.07545387185079806)	(30, 0.1003016484154478)	(35, 0.13156237756758268)	(40, 0.16514801739887344)	(45, 0.19997207809945627)	(50, 0.23519658939310278)	(55, 0.27111705980090034)	(60, 0.30804779343891725)	(65, 0.3465396056600637)	(70, 0.38609806789637197)	(75, 0.4276457306014841)	(80, 0.47208478233447976)	(85, 0.5189223608269727)	(90, 0.5679564134329194)	(95, 0.6202655984642746)	(100, 0.6763913334764583)	(105, 0.735811518608892)	(110, 0.7998987543950367)	(115, 0.8678197694574088)	(120, 0.9407706945765938)	(125, 1.0191055134580638)	(130, 1.103614163190874)	(135, 1.1943211824684714)	(140, 1.2516587112570579)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428_2 - polyg	(1, 0.329082152621902)	(2, 0.3296773464629614)	(3, 0.32975044044344237)	(4, 0.3298679129120725)	(5, 0.32998016438209693)	(6, 0.330123741843756)	(7, 0.3302490458102948)	(8, 0.3304526647559204)	(9, 0.3312566985412112)	(10, 0.33752241896801327)	(15, 0.34413638000182106)	(20, 0.34488663750147236)	(25, 0.3455763314172965)	(30, 0.34636887900565455)	(35, 0.34746476661300874)	(40, 0.34830169268951594)	(45, 0.34894022081900344)	(50, 0.3499436967510352)	(55, 0.35132151828310176)	(60, 0.3522023007478976)	(65, 0.35301312183137595)	(70, 0.353875108701191)	(75, 0.36281136991485174)	(80, 0.3845328125143578)	(85, 0.41121994688782537)	(90, 0.43058671911612245)	(95, 0.4475946441743262)	(100, 0.46760829812988003)	(105, 0.4943403330913575)	(110, 0.5270117760667754)	(115, 0.5621036739958349)	(120, 0.5983577662145422)	(125, 0.6358727295965463)	(130, 0.6744115308051448)	(135, 0.7137303492054475)	(140, 0.7382570343558416)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429_1 - illumina_universal_adapter	(1, 0.004502228813647279)	(2, 0.007185800297586572)	(3, 0.01128362330398516)	(4, 0.014984053320601797)	(5, 0.016498821893417705)	(6, 0.01850682529472768)	(7, 0.020397948404925318)	(8, 0.023011391714197207)	(9, 0.026164821968408098)	(10, 0.03389902459189377)	(15, 0.04045320379630926)	(20, 0.04753381183189472)	(25, 0.05854159764885477)	(30, 0.0758118294636139)	(35, 0.0981705616322398)	(40, 0.12155363267217426)	(45, 0.14405308871129943)	(50, 0.16625286368401254)	(55, 0.18799259783090752)	(60, 0.2096589311549839)	(65, 0.23143139178339034)	(70, 0.25356851892006727)	(75, 0.27649435426117025)	(80, 0.3009644120084495)	(85, 0.3264630163175172)	(90, 0.35338148240301764)	(95, 0.38216161776535545)	(100, 0.41332985123570054)	(105, 0.44746824666379237)	(110, 0.48390310605165937)	(115, 0.5241515355779398)	(120, 0.5684070890047157)	(125, 0.6164154348185266)	(130, 0.6682864404930179)	(135, 0.725167870486913)	(140, 0.7617439212664437)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.33760582224677e-05)	(4, 5.376493391167572e-05)	(5, 8.882902124537727e-05)	(6, 0.00015194437844604007)	(7, 0.0002968759394253398)	(8, 0.0003903801723152106)	(9, 0.0005820638497394458)	(10, 0.001015455969183997)	(15, 0.002275425507375006)	(20, 0.0036971573684654916)	(25, 0.004872973097055617)	(30, 0.006014659780640939)	(35, 0.007226007117729217)	(40, 0.008417251044746171)	(45, 0.009752959011577975)	(50, 0.010927839697839201)	(55, 0.012098980214784833)	(60, 0.01345712919751021)	(65, 0.025147028393401855)	(70, 0.3138291918906023)	(75, 0.3454051038163472)	(80, 0.3619006530616138)	(85, 0.37092895426829525)	(90, 0.3796860931995961)	(95, 0.3920557681685971)	(100, 0.41024093890218366)	(105, 0.4338928346116765)	(110, 0.4592754936719608)	(115, 0.4840181162581139)	(120, 0.509001979765123)	(125, 0.5337562903803874)	(130, 0.5581940891673195)	(135, 0.5831536415737772)	(140, 0.5985509836037523)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429_2 - illumina_universal_adapter	(1, 0.0045419681126254744)	(2, 0.007267616501365208)	(3, 0.011393490777630758)	(4, 0.015128984881581096)	(5, 0.01666946711844172)	(6, 0.018670457702284954)	(7, 0.020577944053238317)	(8, 0.023221776238199415)	(9, 0.02641027057974401)	(10, 0.034140733033914086)	(15, 0.04077018314580592)	(20, 0.0480261116180599)	(25, 0.05956313139317661)	(30, 0.07757999450756137)	(35, 0.1008826519072105)	(40, 0.1253251259057872)	(45, 0.14916403008105977)	(50, 0.1728402368911039)	(55, 0.19600965075888502)	(60, 0.21908182022446065)	(65, 0.2424849946744664)	(70, 0.26634914499261925)	(75, 0.2911020530443903)	(80, 0.3174613638172093)	(85, 0.34503248944828113)	(90, 0.3741188511733332)	(95, 0.40504397363816463)	(100, 0.4383445711395632)	(105, 0.47463870665693103)	(110, 0.5133896658934802)	(115, 0.5561472815093602)	(120, 0.6029671885231409)	(125, 0.6538765031623599)	(130, 0.7088387587761904)	(135, 0.7689661882148575)	(140, 0.8075165808718577)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429_2 - polyg	(1, 0.2817142280622473)	(2, 0.28224720218971955)	(3, 0.2823266807876759)	(4, 0.2824108345972768)	(5, 0.28252303967674464)	(6, 0.28264927039114596)	(7, 0.28278718913465856)	(8, 0.28297653520626054)	(9, 0.28366379131800107)	(10, 0.2894947152810134)	(15, 0.29595959794301907)	(20, 0.29680347364485016)	(25, 0.2975491699021469)	(30, 0.29832806016211955)	(35, 0.29932528280589)	(40, 0.30009856281188924)	(45, 0.3007624428654073)	(50, 0.301776496271098)	(55, 0.3031439956771123)	(60, 0.30406828501922867)	(65, 0.30482286417864995)	(70, 0.3056499091185608)	(75, 0.3130493665883008)	(80, 0.33143884407075164)	(85, 0.35632546317555525)	(90, 0.373899116226042)	(95, 0.38838853215465635)	(100, 0.4042164611770892)	(105, 0.4245227754337825)	(110, 0.4492069578743794)	(115, 0.4755541130969229)	(120, 0.5018624640628169)	(125, 0.5283554858886685)	(130, 0.5545628522830415)	(135, 0.5806327674550664)	(140, 0.5969169971340017)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430_1 - illumina_universal_adapter	(1, 0.010458429807769246)	(2, 0.018019561214601985)	(3, 0.028814041307119353)	(4, 0.039935489244256515)	(5, 0.04420877732463466)	(6, 0.04916324841463737)	(7, 0.053572773096940425)	(8, 0.059335581358364295)	(9, 0.06546168722492127)	(10, 0.081239702215852)	(15, 0.09396601732366465)	(20, 0.1071582616100605)	(25, 0.1278117304618775)	(30, 0.1637037173610026)	(35, 0.2125272825148405)	(40, 0.26356787130400317)	(45, 0.3125794429684975)	(50, 0.3596873351820943)	(55, 0.4055191445576611)	(60, 0.4488069624532834)	(65, 0.49116110550371356)	(70, 0.5337668321456983)	(75, 0.5770364851610639)	(80, 0.6202343868994158)	(85, 0.6649744869715575)	(90, 0.7104557141581709)	(95, 0.7580431592105434)	(100, 0.808220916187515)	(105, 0.8612977880534487)	(110, 0.917026732436854)	(115, 0.9756193701927213)	(120, 1.0386987333719822)	(125, 1.1054337787028952)	(130, 1.177000682182078)	(135, 1.2531823734904646)	(140, 1.300768910298824)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 4.995342070580187e-05)	(4, 7.72007410907847e-05)	(5, 0.000140777821989078)	(6, 0.00019073124269487987)	(7, 0.00023614344333651793)	(8, 0.00027247320384982837)	(9, 0.0003088029643631388)	(10, 0.000422333465967234)	(15, 0.0006766417895604073)	(20, 0.0008619235681782903)	(25, 0.0010208662704240235)	(30, 0.001214322245157402)	(35, 0.0014995108651868886)	(40, 0.0017856077292292087)	(45, 0.002157987774490641)	(50, 0.0024431763945201275)	(55, 0.0027102001342929594)	(60, 0.003158872676632344)	(65, 0.013044200512304116)	(70, 0.3571560591183294)	(75, 0.42430889669514527)	(80, 0.45599298908281616)	(85, 0.4724994157720387)	(90, 0.4868369557586167)	(95, 0.5078391903113616)	(100, 0.5428846937905265)	(105, 0.5912350638136784)	(110, 0.6430067890331715)	(115, 0.6934833582903651)	(120, 0.7427392475943113)	(125, 0.7906781830796502)	(130, 0.8361112733335835)	(135, 0.8804926170206562)	(140, 0.907263109298902)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430_2 - illumina_universal_adapter	(1, 0.010590125189629996)	(2, 0.018173962696783553)	(3, 0.029045643530391706)	(4, 0.04022158610829883)	(5, 0.04446308564822783)	(6, 0.049485675039193)	(7, 0.05394061192213769)	(8, 0.059698878963497404)	(9, 0.06585223215043935)	(10, 0.08165749446175508)	(15, 0.09448644114301782)	(20, 0.10777586753878679)	(25, 0.12862279236533716)	(30, 0.16485900374532586)	(35, 0.21425567087126124)	(40, 0.26598652511017684)	(45, 0.3157010776406037)	(50, 0.3633611822140028)	(55, 0.4098169552263857)	(60, 0.4537705159834144)	(65, 0.4969357209373042)	(70, 0.5403298033824279)	(75, 0.5844568387459075)	(80, 0.6285993142576054)	(85, 0.6742921622992089)	(90, 0.7206798170106292)	(95, 0.7693507971703113)	(100, 0.8206965559477858)	(105, 0.8749314389300814)	(110, 0.9320808769495571)	(115, 0.9920667610211098)	(120, 1.056561168372364)	(125, 1.1250627483082367)	(130, 1.1986250638836131)	(135, 1.2767939930920778)	(140, 1.3256956672310192)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430_2 - polyg	(1, 0.3439429252196384)	(2, 0.34457415480855713)	(3, 0.34467860287003294)	(4, 0.344792133371637)	(5, 0.34491474631336944)	(6, 0.34501011193471687)	(7, 0.34511910121625683)	(8, 0.3453098324589517)	(9, 0.3460318864491537)	(10, 0.3523895945389831)	(15, 0.35910242603783005)	(20, 0.35981903056395503)	(25, 0.3603439956033724)	(30, 0.36102517861299693)	(35, 0.3619661194102917)	(40, 0.3625646522147485)	(45, 0.36300878353702376)	(50, 0.363859808177048)	(55, 0.36499057197302476)	(60, 0.36563451697812327)	(65, 0.3661095285968347)	(70, 0.3666490255404574)	(75, 0.38286844712162493)	(80, 0.4226113886351609)	(85, 0.4599783638111263)	(90, 0.4841948739252862)	(95, 0.5044450824354054)	(100, 0.5291247969961101)	(105, 0.5653074219793416)	(110, 0.6131800556517436)	(115, 0.6634740678623577)	(120, 0.7130514755468469)	(125, 0.7607687994930545)	(130, 0.8077767848652397)	(135, 0.8526222412428701)	(140, 0.8792574051632037)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431_1 - illumina_universal_adapter	(1, 0.005759937001763658)	(2, 0.009700192413417902)	(3, 0.015227296140856538)	(4, 0.0204355973849886)	(5, 0.022251696924723785)	(6, 0.024558537365728633)	(7, 0.02711970338330389)	(8, 0.030440264080216148)	(9, 0.03382530168386457)	(10, 0.04276251736757124)	(15, 0.05027550982248361)	(20, 0.05938824597452761)	(25, 0.07558126289627685)	(30, 0.10333642201596935)	(35, 0.138768631497714)	(40, 0.17597682155500244)	(45, 0.21193845808205847)	(50, 0.2476400377519453)	(55, 0.2824117171446817)	(60, 0.31618543730315735)	(65, 0.34991617285714227)	(70, 0.3844664815367511)	(75, 0.4193241301384692)	(80, 0.45531012460806997)	(85, 0.4937670174258154)	(90, 0.5339776821067843)	(95, 0.5762293990909902)	(100, 0.6210960128483849)	(105, 0.668610478242411)	(110, 0.7189447336910321)	(115, 0.7730480225434192)	(120, 0.83127926624707)	(125, 0.8941664590271466)	(130, 0.9624102499368485)	(135, 1.0352104089225722)	(140, 1.080994743985845)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 6.805895711039149e-05)	(4, 8.955125935577827e-05)	(5, 0.00012178971272385844)	(6, 0.00014686406534347637)	(7, 0.00016477431721463202)	(8, 0.00019701277058271219)	(9, 0.00022566917357656123)	(10, 0.00039402554116542437)	(15, 0.0007787377513578478)	(20, 0.00108965972384111)	(25, 0.0013575970918335986)	(30, 0.0017143693091070192)	(35, 0.002095499468925212)	(40, 0.0025060024418120993)	(45, 0.0029788330912106087)	(50, 0.003468857582405427)	(55, 0.004074224095650488)	(60, 0.004800663911544561)	(65, 0.013815251883334623)	(70, 0.3166711633339031)	(75, 0.3698030001247986)	(80, 0.3894612925785791)	(85, 0.40017663806805415)	(90, 0.41023431910882024)	(95, 0.42635999348353393)	(100, 0.4534367122623471)	(105, 0.48921566422031726)	(110, 0.5279297482549324)	(115, 0.566107241143488)	(120, 0.6040476022972692)	(125, 0.6413166872109196)	(130, 0.677844287697104)	(135, 0.7144463948310726)	(140, 0.7368456722312148)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431_2 - illumina_universal_adapter	(1, 0.005853070311493668)	(2, 0.009861384680258304)	(3, 0.015452965314433098)	(4, 0.020707833213430168)	(5, 0.022574081458404588)	(6, 0.024884503949783667)	(7, 0.027452834068107387)	(8, 0.030784140916142337)	(9, 0.034165596469416526)	(10, 0.04316084136918574)	(15, 0.050756937392780276)	(20, 0.060060238624733364)	(25, 0.07668596723168974)	(30, 0.10512171592248616)	(35, 0.14143439338621683)	(40, 0.17966203498001146)	(45, 0.21674700250442633)	(50, 0.25347734704179237)	(55, 0.2893265071870975)	(60, 0.324242185004878)	(65, 0.35924813049208915)	(70, 0.39509442499709496)	(75, 0.431298208129449)	(80, 0.46885314066296296)	(85, 0.5089448812715076)	(90, 0.5507760655417786)	(95, 0.5947901513101062)	(100, 0.6412822995273271)	(105, 0.6907153111017914)	(110, 0.7428226814856568)	(115, 0.7989620077707568)	(120, 0.8594112570661316)	(125, 0.92466690155365)	(130, 0.9955191415458667)	(135, 1.0714378335873964)	(140, 1.118953731801572)																																						
