Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG426_2	(1.0, 53.89720329415528)	(2.0, 13.374659628335634)	(3.0, 9.177639533993219)	(4.0, 6.867867398734026)	(5.0, 4.896138722975719)	(6.0, 3.309217581892106)	(7.0, 2.327200758084435)	(8.0, 1.606211347436485)	(9.0, 1.0596428073384943)	('>10', 3.371702227686298)	('>50', 0.07251200525041779)	('>100', 0.01074389780537125)	('>500', 0.0)	('>1k', 0.005486776769850239)	('>5k', 0.023774019542669746)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427_1	(1.0, 61.378837821072864)	(2.0, 14.63488216862543)	(3.0, 7.884514728924849)	(4.0, 5.289268546976139)	(5.0, 3.43274531667687)	(6.0, 2.202887489381588)	(7.0, 1.41280494115413)	(8.0, 0.8896234678030605)	(9.0, 0.5872004416899324)	('>10', 1.823524076499691)	('>50', 0.03682080015686058)	('>100', 0.026734193619519855)	('>500', 0.013859166194029078)	('>1k', 0.013706761438281513)	('>5k', 0.0)	('>10k+', 0.3725900797867528)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG427_2	(1.0, 64.27970541061168)	(2.0, 13.778068504865587)	(3.0, 7.5766543392912)	(4.0, 4.921107313028929)	(5.0, 3.189588876536948)	(6.0, 1.90554119902423)	(7.0, 1.2600368797313022)	(8.0, 0.8143084271756732)	(9.0, 0.5156996450494317)	('>10', 1.6745374931425676)	('>50', 0.03611825522619281)	('>100', 0.014257033360736217)	('>500', 0.0)	('>1k', 0.005285953814543337)	('>5k', 0.0)	('>10k+', 0.02909066914107053)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428_1	(1.0, 80.46626454918557)	(2.0, 14.172376624106924)	(3.0, 3.359523741373955)	(4.0, 0.992298267806116)	(5.0, 0.31150886125738175)	(6.0, 0.13439837289661233)	(7.0, 0.05523709619298613)	(8.0, 0.027152548197840586)	(9.0, 0.02819572594132295)	('>10', 0.07634016326974817)	('>50', 0.014275544386045612)	('>100', 0.02258688996819759)	('>500', 0.013638288998236534)	('>1k', 0.023824303856731368)	('>5k', 0.0)	('>10k+', 0.3023790225624098)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG428_2	(1.0, 82.0375924361303)	(2.0, 13.33373612595777)	(3.0, 3.0991468872655057)	(4.0, 0.8588421503976812)	(5.0, 0.29335907410214435)	(6.0, 0.1166947978987487)	(7.0, 0.04734432624037464)	(8.0, 0.03631189402257422)	(9.0, 0.0151500380239074)	('>10', 0.10645314648719646)	('>50', 0.009798056692233374)	('>100', 0.015978701552048665)	('>500', 0.0)	('>1k', 0.00564739794457269)	('>5k', 0.023944967284988208)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429_1	(1.0, 18.770021247676244)	(2.0, 10.964604044814546)	(3.0, 9.088812491248598)	(4.0, 7.77378241148986)	(5.0, 6.803101124210848)	(6.0, 6.037843678008886)	(7.0, 5.322481730791326)	(8.0, 4.686102877562193)	(9.0, 4.105050148921533)	('>10', 24.492532020172607)	('>50', 1.3519437665471818)	('>100', 0.28419229389113543)	('>500', 0.013185330973224668)	('>1k', 0.023978325927109037)	('>5k', 0.0)	('>10k+', 0.2823685077647446)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG429_2	(1.0, 24.064071343331932)	(2.0, 10.623095518750198)	(3.0, 8.785713192522271)	(4.0, 7.381852289822848)	(5.0, 6.432026761187161)	(6.0, 5.810168303553072)	(7.0, 5.171814243344093)	(8.0, 4.4428937400382065)	(9.0, 3.816354675707303)	('>10', 22.017480077397547)	('>50', 1.1950702276164227)	('>100', 0.21761131132074976)	('>500', 0.0)	('>1k', 0.021519208703531)	('>5k', 0.020329106704677007)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430_1	(1.0, 76.79485817987697)	(2.0, 14.852844211077887)	(3.0, 4.054844141703161)	(4.0, 1.4603337226300508)	(5.0, 0.6881634512778582)	(6.0, 0.38264171266908525)	(7.0, 0.24525726789387847)	(8.0, 0.19827949087348182)	(9.0, 0.1297887407225489)	('>10', 0.7847053558731875)	('>50', 0.015929860240874526)	('>100', 0.0395715850594257)	('>500', 0.020235208587333724)	('>1k', 0.02698991776821844)	('>5k', 0.0)	('>10k+', 0.3055571537459915)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG430_2	(1.0, 78.22949984938096)	(2.0, 14.183681477142471)	(3.0, 3.779584095055525)	(4.0, 1.3894608615506017)	(5.0, 0.6257981168161081)	(6.0, 0.38180186781114545)	(7.0, 0.25006103223057063)	(8.0, 0.18366638540165284)	(9.0, 0.1606976217367422)	('>10', 0.7389411321392019)	('>50', 0.008065557767039867)	('>100', 0.025920855265326215)	('>500', 0.007196826711422599)	('>1k', 0.01045843141884338)	('>5k', 0.02516588957239811)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431_1	(1.0, 81.83910452848424)	(2.0, 13.175213347601812)	(3.0, 2.860295172622)	(4.0, 0.826596513546155)	(5.0, 0.3553343530901557)	(6.0, 0.18503146359643075)	(7.0, 0.11988588742125389)	(8.0, 0.08377068106712032)	(9.0, 0.05662319186837853)	('>10', 0.158616277982438)	('>50', 0.008009708925410614)	('>100', 0.019589996166478787)	('>500', 0.015294026121160202)	('>1k', 0.061389603159461986)	('>5k', 0.060033507468334406)	('>10k+', 0.17521174087917107)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG431_2	(1.0, 83.5641535619175)	(2.0, 12.200761196492927)	(3.0, 2.5276298729645097)	(4.0, 0.7342611747731828)	(5.0, 0.32201435769507825)	(6.0, 0.17239035098964092)	(7.0, 0.11715637738954675)	(8.0, 0.06779120681450289)	(9.0, 0.045614320492356926)	('>10', 0.15647992953165865)	('>50', 0.01693408583717945)	('>100', 0.01908029122421903)	('>500', 0.014364673490688937)	('>1k', 0.010031359883667034)	('>5k', 0.03133724050329457)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432_1	(1.0, 85.10712391725818)	(2.0, 11.534435581427788)	(3.0, 1.9924305447160457)	(4.0, 0.49947448536610173)	(5.0, 0.1658590658042441)	(6.0, 0.08059643534934433)	(7.0, 0.047456264779073894)	(8.0, 0.02529908543756652)	(9.0, 0.014199113747046911)	('>10', 0.1527977442966528)	('>50', 0.030073509757279397)	('>100', 0.02454364199373402)	('>500', 0.0)	('>1k', 0.08715596206263268)	('>5k', 0.0950881539415926)	('>10k+', 0.1434664940627632)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG432_2	(1.0, 86.53356449611765)	(2.0, 10.65876144933414)	(3.0, 1.8878184502902435)	(4.0, 0.40636998768310734)	(5.0, 0.15424098757931118)	(6.0, 0.06567334009663889)	(7.0, 0.047592691221127005)	(8.0, 0.03349054992209444)	(9.0, 0.025428079280828554)	('>10', 0.11038197904935808)	('>50', 0.028805880801109705)	('>100', 0.013952634481737461)	('>500', 0.0)	('>1k', 0.00778194614501514)	('>5k', 0.026137527997669763)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433_1	(1.0, 79.41284218573745)	(2.0, 13.989605527640794)	(3.0, 3.322957169641972)	(4.0, 1.119316517815167)	(5.0, 0.5111192373234554)	(6.0, 0.2877892390663222)	(7.0, 0.21982063204497032)	(8.0, 0.15257792863165714)	(9.0, 0.11846847713398032)	('>10', 0.47839088513408967)	('>50', 0.018586038402058237)	('>100', 0.02835280462336191)	('>500', 0.012455946610650108)	('>1k', 0.032121747043161605)	('>5k', 0.06193840362744622)	('>10k+', 0.23365725952342714)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG433_2	(1.0, 81.76878891840603)	(2.0, 12.688753878165212)	(3.0, 2.8946813109261633)	(4.0, 0.9457914301439145)	(5.0, 0.4532303238071604)	(6.0, 0.28057650997498024)	(7.0, 0.19215848011005915)	(8.0, 0.1682336458175774)	(9.0, 0.11069536960787968)	('>10', 0.4232886946068338)	('>50', 0.018292791502758286)	('>100', 0.012976529904370218)	('>500', 0.0)	('>1k', 0.017593490046682054)	('>5k', 0.02493862698036284)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434_1	(1.0, 81.55150902600705)	(2.0, 14.16562254330227)	(3.0, 2.794712038262786)	(4.0, 0.643784750104966)	(5.0, 0.2025864921351697)	(6.0, 0.0954358867229166)	(7.0, 0.06238905097941135)	(8.0, 0.030238908896868134)	(9.0, 0.020193082471128016)	('>10', 0.07170581553192434)	('>50', 0.006667900822515459)	('>100', 0.013597614075549795)	('>500', 0.008581787473813106)	('>1k', 0.008852506758503428)	('>5k', 0.0)	('>10k+', 0.32412259645514896)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG434_2	(1.0, 82.70345042043144)	(2.0, 13.422755662986372)	(3.0, 2.6222925325004187)	(4.0, 0.6396023663506816)	(5.0, 0.20417073437161548)	(6.0, 0.09671528188992164)	(7.0, 0.06559386686771797)	(8.0, 0.03335718689673209)	(9.0, 0.015187697235075081)	('>10', 0.10083876372477038)	('>50', 0.013384852830230139)	('>100', 0.0347769322363695)	('>500', 0.012082802282855762)	('>1k', 0.00596403429244443)	('>5k', 0.029826865103403346)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435_1	(1.0, 78.96415179575371)	(2.0, 15.462627310751555)	(3.0, 3.539513553042083)	(4.0, 0.9946049188000223)	(5.0, 0.34164126887810464)	(6.0, 0.13292819820459725)	(7.0, 0.06560057111828714)	(8.0, 0.04854962469993946)	(9.0, 0.022300622987186786)	('>10', 0.0699869141123947)	('>50', 0.0070546374062135375)	('>100', 0.01771132716970126)	('>500', 0.012083805386983526)	('>1k', 0.05031228546817867)	('>5k', 0.0)	('>10k+', 0.2709331662210605)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG435_2	(1.0, 80.98650355866167)	(2.0, 14.193050697066944)	(3.0, 3.2435227651666567)	(4.0, 0.8847970905569004)	(5.0, 0.2700504341438606)	(6.0, 0.1221922979596691)	(7.0, 0.06274770292698073)	(8.0, 0.03245660611324839)	(9.0, 0.02541203378212628)	('>10', 0.09657042454184103)	('>50', 0.013101748625954545)	('>100', 0.018279891653531638)	('>500', 0.012272500332800414)	('>1k', 0.005353940935071562)	('>5k', 0.03368830753267885)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436_1	(1.0, 83.33107069835137)	(2.0, 12.932536855612254)	(3.0, 2.443990728240052)	(4.0, 0.6144672152792607)	(5.0, 0.1506576129941591)	(6.0, 0.046293355730145654)	(7.0, 0.029242820919415036)	(8.0, 0.01818668873852851)	(9.0, 0.010123726827189275)	('>10', 0.07571613250366692)	('>50', 0.007977423124472246)	('>100', 0.02351753082796983)	('>500', 0.008536507322601092)	('>1k', 0.048971197806508715)	('>5k', 0.021742990201144244)	('>10k+', 0.2369685155212803)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG436_2	(1.0, 84.88038820661443)	(2.0, 12.017655653202345)	(3.0, 2.169932942852987)	(4.0, 0.5106375886362011)	(5.0, 0.1681993235081732)	(6.0, 0.06559628834456886)	(7.0, 0.035390892964178314)	(8.0, 0.010131656885353186)	(9.0, 0.014212318696383893)	('>10', 0.07899683919142626)	('>50', 0.005674562714304006)	('>100', 0.011263206177299088)	('>500', 0.0)	('>1k', 0.008401385988980721)	('>5k', 0.023519134223389533)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG437 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG437_1	(1.0, 55.90953743212517)	(2.0, 15.413551501541068)	(3.0, 8.696937711092701)	(4.0, 5.920337480981985)	(5.0, 4.2747011112417015)	(6.0, 2.986729041205561)	(7.0, 2.0440218221856568)	(8.0, 1.3778193096504725)	(9.0, 0.9320211649909147)	('>10', 2.044081496865506)	('>50', 0.011062005569563204)	('>100', 0.019923586963532084)	('>500', 0.004493889723562276)	('>1k', 0.0413610828553532)	('>5k', 0.059186836764730945)	('>10k+', 0.2642345262425444)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG437 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG437_2	(1.0, 59.95161036883054)	(2.0, 14.634936025950221)	(3.0, 8.188795579031193)	(4.0, 5.514928784064125)	(5.0, 3.8106929813407526)	(6.0, 2.590897753094674)	(7.0, 1.811443465502519)	(8.0, 1.1415566778125523)	(9.0, 0.7019286247684139)	('>10', 1.5931519171618285)	('>50', 0.004382684468265627)	('>100', 0.018795848485314643)	('>500', 0.0)	('>1k', 0.007070044413644977)	('>5k', 0.02980924507594638)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG438 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG438_1	(1.0, 71.78303731854196)	(2.0, 17.232002521150417)	(3.0, 6.0130041436764285)	(4.0, 2.3591557019737737)	(5.0, 0.9851359660925155)	(6.0, 0.44174141200606487)	(7.0, 0.24299451507902656)	(8.0, 0.1495258854920715)	(9.0, 0.08503713094756961)	('>10', 0.3889436018189044)	('>50', 0.012587311151187417)	('>100', 0.02074881457038336)	('>500', 0.0)	('>1k', 0.05609270392780945)	('>5k', 0.09737690180000752)	('>10k+', 0.13261607177188667)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG438 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG438_2	(1.0, 74.03523956446733)	(2.0, 16.16210488603228)	(3.0, 5.5954375620544505)	(4.0, 2.0567976602897784)	(5.0, 0.8789440969508748)	(6.0, 0.4307721117838752)	(7.0, 0.2143027137216058)	(8.0, 0.13066312370440647)	(9.0, 0.08017913103419527)	('>10', 0.36641230715256984)	('>50', 0.008034669065119442)	('>100', 0.011391580186996661)	('>500', 0.0)	('>1k', 0.005998799457030175)	('>5k', 0.023721794099516108)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG439 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG439_1	(1.0, 75.53760531826265)	(2.0, 11.484658551148415)	(3.0, 2.758132176098319)	(4.0, 1.201763000804901)	(5.0, 0.7307219890117835)	(6.0, 0.621012713718744)	(7.0, 0.5776793853426972)	(8.0, 0.5471384556796793)	(9.0, 0.47825123014285054)	('>10', 4.295605389387847)	('>50', 0.4207238136261975)	('>100', 0.10729087144309135)	('>500', 0.02795439334297588)	('>1k', 0.08313249738631051)	('>5k', 0.06091520068588883)	('>10k+', 1.0674150139177034)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG439 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG439_2	(1.0, 78.15792768001654)	(2.0, 10.571336172795828)	(3.0, 2.6077559124222565)	(4.0, 1.1703984521200475)	(5.0, 0.7229824414001724)	(6.0, 0.6411962207681617)	(7.0, 0.581213460166378)	(8.0, 0.4793601656625118)	(9.0, 0.45825723146153285)	('>10', 3.9498812671833834)	('>50', 0.416310530660705)	('>100', 0.12735805138630427)	('>500', 0.024397854714147637)	('>1k', 0.019598836201520947)	('>5k', 0.0)	('>10k+', 0.07202572304058949)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG440 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG440_1	(1.0, 66.21652612755972)	(2.0, 18.152771919922458)	(3.0, 7.86331133879533)	(4.0, 3.4977281333900456)	(5.0, 1.6636317876370936)	(6.0, 0.7801749115022436)	(7.0, 0.44149199532403466)	(8.0, 0.25870580982853036)	(9.0, 0.14285710721471298)	('>10', 0.3634882788826101)	('>50', 0.005957602131687356)	('>100', 0.03049832204210299)	('>500', 0.006144319232172472)	('>1k', 0.06873045996324363)	('>5k', 0.026191822552390963)	('>10k+', 0.4817900640216631)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG440 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG440_2	(1.0, 68.27081658714519)	(2.0, 17.689967917985282)	(3.0, 7.33153028619484)	(4.0, 3.2050456802364193)	(5.0, 1.5345510513986265)	(6.0, 0.7571153896452902)	(7.0, 0.42259944100831437)	(8.0, 0.22860568569750211)	(9.0, 0.14158915675473116)	('>10', 0.3446627554144003)	('>50', 0.010529052764406433)	('>100', 0.020921428926460844)	('>500', 0.0)	('>1k', 0.005221012805590577)	('>5k', 0.03684455402294961)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG441 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG441_1	(1.0, 70.26121704001004)	(2.0, 18.69848266503605)	(3.0, 6.34314584462025)	(4.0, 2.164686864167522)	(5.0, 0.9578520792385472)	(6.0, 0.44332319508717)	(7.0, 0.236344224573747)	(8.0, 0.13364833502623477)	(9.0, 0.08018189644155464)	('>10', 0.29895718970629165)	('>50', 0.010584875155320798)	('>100', 0.023127037564645906)	('>500', 0.017223435680896876)	('>1k', 0.05600840534241133)	('>5k', 0.06870299338256415)	('>10k+', 0.2065139189668057)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG441 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG441_2	(1.0, 72.47690165127632)	(2.0, 17.87905391304549)	(3.0, 5.735450193111028)	(4.0, 2.0428909868303164)	(5.0, 0.8328646423953111)	(6.0, 0.3507374132981576)	(7.0, 0.16313076416939332)	(8.0, 0.11782148473343189)	(9.0, 0.08043577183224854)	('>10', 0.27219325451559817)	('>50', 0.0024186624395342573)	('>100', 0.01330419188622485)	('>500', 0.0)	('>1k', 0.007216720828297864)	('>5k', 0.02558034963868283)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG442 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG442_1	(1.0, 76.49296913783418)	(2.0, 15.752597918619227)	(3.0, 4.499912366175896)	(4.0, 1.524844321927143)	(5.0, 0.6093614642814351)	(6.0, 0.27005619348932786)	(7.0, 0.12469630651812735)	(8.0, 0.0765552762408631)	(9.0, 0.05044995216801448)	('>10', 0.18017803481413527)	('>50', 0.011159014046257767)	('>100', 0.020135362853580304)	('>500', 0.01049338591856173)	('>1k', 0.015748546165297184)	('>5k', 0.0)	('>10k+', 0.3608427189479443)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG442 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG442_2	(1.0, 78.31176678863481)	(2.0, 15.085013504598754)	(3.0, 4.039712923460991)	(4.0, 1.3223885781931117)	(5.0, 0.5310491105901626)	(6.0, 0.2367530955555046)	(7.0, 0.1241250817926653)	(8.0, 0.07379102118962685)	(9.0, 0.03341338050087793)	('>10', 0.17841769705820007)	('>50', 0.017929270845815595)	('>100', 0.013080379361314986)	('>500', 0.0)	('>1k', 0.006716165872157996)	('>5k', 0.02584300234598451)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG443 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG443_1	(1.0, 74.3059097968666)	(2.0, 17.40503985923281)	(3.0, 4.790809461860477)	(4.0, 1.6667914879547594)	(5.0, 0.6207452594865835)	(6.0, 0.2913238537751909)	(7.0, 0.15799107210008803)	(8.0, 0.09879008840355881)	(9.0, 0.06462807739101073)	('>10', 0.2321743917557844)	('>50', 0.00568221902370206)	('>100', 0.014679709372212055)	('>500', 0.011886620437739663)	('>1k', 0.017850055608416043)	('>5k', 0.0)	('>10k+', 0.31569804673106017)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG443 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG443_2	(1.0, 75.83990709475474)	(2.0, 16.57338170833733)	(3.0, 4.664569523972953)	(4.0, 1.4892690829064406)	(5.0, 0.5603253679675472)	(6.0, 0.2912296325330392)	(7.0, 0.17059905305811462)	(8.0, 0.09606501866630907)	(9.0, 0.07293323538620099)	('>10', 0.20096496875147943)	('>50', 0.0)	('>100', 0.011564785754941931)	('>500', 0.0)	('>1k', 0.006023277141987858)	('>5k', 0.02316725076892394)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG444 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG444_1	(1.0, 83.01835286713874)	(2.0, 12.519460312081817)	(3.0, 2.7385798237946926)	(4.0, 0.7942049635369701)	(5.0, 0.2454324541668616)	(6.0, 0.09932408706110521)	(7.0, 0.04119612773722985)	(8.0, 0.030188853271132566)	(9.0, 0.018140546227124184)	('>10', 0.07444231060187456)	('>50', 0.0043801298574435476)	('>100', 0.022742191090758604)	('>500', 0.010689882772010955)	('>1k', 0.025973312591843767)	('>5k', 0.0)	('>10k+', 0.3568921380703768)
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG444 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG444_2	(1.0, 84.43140309258195)	(2.0, 11.868165867111161)	(3.0, 2.4655997677224506)	(4.0, 0.6996355350880434)	(5.0, 0.21613685235323815)	(6.0, 0.09967276617243881)	(7.0, 0.04033220212437213)	(8.0, 0.029284663737939122)	(9.0, 0.020226568628904335)	('>10', 0.07172048614861956)	('>50', 0.008828956917029798)	('>100', 0.010298819380164383)	('>500', 0.001955203395725673)	('>1k', 0.007375437883155895)	('>5k', 0.02936378075481749)	('>10k+', 0.0)
