Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180_2	0.2585859851680301	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18_2	0.25923253723125744	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23_2	0.2121775072530746	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29_2	0.13774333976679595	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73_2	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82_1	0.0	0.0
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82_2	0.21359854978927803	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186_1	0.16623776825041456	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188_1	0.2113552701715674	0.1169252908505376
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189_1	0.1771703411231277	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190_1	0.17892945152708858	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191_1	0.18118868056867132	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192_1	0.16038297548558117	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193_1	0.12793532888527304	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194_1	0.18625418367324084	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195_1	0.10021541664936048	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196_1	0.14623720036553983	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197_1	0.11722185668883735	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199_1	0.16542318283854715	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200_1	0.24187568041178828	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201_1	0.16992707134029578	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG202 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG202_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG202 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG202_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG203 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG203_1	0.16584168560064536	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG203 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG203_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG204 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG204_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG204 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG204_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG205 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG205_1	0.1411700687752003	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG205 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG205_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG206 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG206_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG206 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG206_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG207 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG207_1	0.17944557806894723	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG207 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG207_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG208 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG208_1	0.1817570034921754	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG208 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG208_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG209 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG209_1	0.20631422699882132	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG209 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG209_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG210 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG210_1	0.11875379984710498	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG210 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG210_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG211 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG211_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212_1	0.13677715900558599	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG212_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213_1	0.12823510915536365	0.12200897110125294
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG213_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214_1	0.10988125128014521	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG214_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215_1	0.16789532714494249	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG215_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG216_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217_1	0.14523351771141185	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218_1	0.17741770399866857	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219_1	0.11291672333387441	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220_1	0.0	0.0
