Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG239_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_1	0.1225132832552074	0.10316500031841051
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG240_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_1	0.12307326644240878	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG241_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_1	0.1440841997032816	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG242_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_1	0.18032904774506928	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG243_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG244_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG245_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_1	0.1690816788707522	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG246_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_1	0.18089633074500358	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG247_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_1	0.13994270836431424	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG248_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_1	0.1613132357795137	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG249_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG250_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251_1	0.14892045191540554	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG251_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252_1	0.12607762455936286	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG252_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253_1	0.14362991787128082	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG253_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254_1	0.12936081046402456	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG254_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG255_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256_1	0.13846270555685694	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG256_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257_1	0.1435372451259483	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG257_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258_1	0.13360177055581363	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG258_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG259_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260_1	0.1390262650050202	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG260_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261_1	0.14406998839431687	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG261_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262_1	0.1658871872561664	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG262_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263_1	0.1760683236028596	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG263_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG264 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG264_1	0.23882259072692483	0.13492218893576854
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG264 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG264_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG265 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG265_1	0.16353575946371562	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG265 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG265_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG266 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG266_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG266 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG266_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG267 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG267_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG267 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG267_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG268 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG268_1	0.2374950271979785	0.10596586150191456
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG268 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG268_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG270 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG270_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG270 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG270_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG271 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG271_1	0.16390537117211662	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG271 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG271_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG272 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG272_1	0.1342076453499362	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG273 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG273_1	0.10380077686760068	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG273 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG273_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG274 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG274_1	0.19356887902245581	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG274 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG274_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG275 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG275_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG275 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG275_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG276 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG276_1	0.19800130526000118	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG276 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG276_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG277 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG277_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG277 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG277_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG278 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG278_1	0.18020531249628272	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG278 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG278_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG279 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG279_1	0.14388876982762328	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG279 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG279_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG280 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG280_1	0.16381677626876434	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG280 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG280_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281_1	0.19711285786766777	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG281_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282_1	0.11935027604798734	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG282_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG283_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284_1	0.14111841892766333	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG284_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285_1	0.47468987217008557	0.2393858722658147
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG285_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG286_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG287_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288_1	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG288_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289_1	0.13545193328143515	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG289_2	0.0	0.0
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG290_1	0.24520367223226672	0.0
