Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG351 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG351_1	(14.0, 1.0)	(15.0, 7.0)	(16.0, 29.0)	(17.0, 75.0)	(18.0, 177.0)	(19.0, 413.0)	(20.0, 1005.0)	(21.0, 2340.0)	(22.0, 4798.0)	(23.0, 10053.0)	(24.0, 19221.0)	(25.0, 38573.0)	(26.0, 71647.0)	(27.0, 130998.0)	(28.0, 215713.0)	(29.0, 336144.0)	(30.0, 484210.0)	(31.0, 675526.0)	(32.0, 901193.0)	(33.0, 1294337.0)	(34.0, 1922634.0)	(35.0, 3832637.0)	(36.0, 12085159.0)	(37.0, 619333.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG351 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG351_2	(11.0, 3.0)	(12.0, 258.0)	(13.0, 1383.0)	(14.0, 2059.0)	(15.0, 1817.0)	(16.0, 1732.0)	(17.0, 1737.0)	(18.0, 2688.0)	(19.0, 5789.0)	(20.0, 12440.0)	(21.0, 24680.0)	(22.0, 42506.0)	(23.0, 70338.0)	(24.0, 93846.0)	(25.0, 102116.0)	(26.0, 121373.0)	(27.0, 163498.0)	(28.0, 217513.0)	(29.0, 299512.0)	(30.0, 413388.0)	(31.0, 601234.0)	(32.0, 879795.0)	(33.0, 1429891.0)	(34.0, 2523125.0)	(35.0, 5563153.0)	(36.0, 9837022.0)	(37.0, 233327.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG352 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG352_1	(14.0, 4.0)	(15.0, 19.0)	(16.0, 49.0)	(17.0, 183.0)	(18.0, 372.0)	(19.0, 893.0)	(20.0, 1877.0)	(21.0, 4061.0)	(22.0, 8256.0)	(23.0, 16835.0)	(24.0, 32265.0)	(25.0, 62846.0)	(26.0, 112575.0)	(27.0, 196071.0)	(28.0, 310759.0)	(29.0, 470212.0)	(30.0, 656318.0)	(31.0, 894954.0)	(32.0, 1166707.0)	(33.0, 1627654.0)	(34.0, 2484813.0)	(35.0, 4834379.0)	(36.0, 15497240.0)	(37.0, 889361.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG352 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG352_2	(11.0, 1.0)	(12.0, 183.0)	(13.0, 1111.0)	(14.0, 1858.0)	(15.0, 2088.0)	(16.0, 2055.0)	(17.0, 2187.0)	(18.0, 2886.0)	(19.0, 5457.0)	(20.0, 11129.0)	(21.0, 23306.0)	(22.0, 44563.0)	(23.0, 81142.0)	(24.0, 97369.0)	(25.0, 95129.0)	(26.0, 116856.0)	(27.0, 160010.0)	(28.0, 215317.0)	(29.0, 296205.0)	(30.0, 410981.0)	(31.0, 598215.0)	(32.0, 883470.0)	(33.0, 1446345.0)	(34.0, 2625314.0)	(35.0, 6316752.0)	(36.0, 15231907.0)	(37.0, 596867.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG353 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG353_1	(14.0, 1.0)	(15.0, 22.0)	(16.0, 84.0)	(17.0, 211.0)	(18.0, 469.0)	(19.0, 991.0)	(20.0, 2002.0)	(21.0, 4108.0)	(22.0, 8214.0)	(23.0, 16433.0)	(24.0, 31596.0)	(25.0, 60887.0)	(26.0, 109887.0)	(27.0, 195089.0)	(28.0, 313411.0)	(29.0, 477818.0)	(30.0, 672415.0)	(31.0, 920559.0)	(32.0, 1205661.0)	(33.0, 1671164.0)	(34.0, 2539125.0)	(35.0, 5093948.0)	(36.0, 16506933.0)	(37.0, 937008.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG353 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG353_2	(11.0, 4.0)	(12.0, 239.0)	(13.0, 1249.0)	(14.0, 1999.0)	(15.0, 2014.0)	(16.0, 1804.0)	(17.0, 2075.0)	(18.0, 3060.0)	(19.0, 5973.0)	(20.0, 13131.0)	(21.0, 26431.0)	(22.0, 48184.0)	(23.0, 82799.0)	(24.0, 108535.0)	(25.0, 119163.0)	(26.0, 140861.0)	(27.0, 188184.0)	(28.0, 249759.0)	(29.0, 345548.0)	(30.0, 475249.0)	(31.0, 689160.0)	(32.0, 1011777.0)	(33.0, 1652223.0)	(34.0, 2978012.0)	(35.0, 7022365.0)	(36.0, 15097604.0)	(37.0, 500634.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG354 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG354_1	(15.0, 18.0)	(16.0, 57.0)	(17.0, 217.0)	(18.0, 402.0)	(19.0, 848.0)	(20.0, 1627.0)	(21.0, 3217.0)	(22.0, 6339.0)	(23.0, 11769.0)	(24.0, 20620.0)	(25.0, 37468.0)	(26.0, 64060.0)	(27.0, 110570.0)	(28.0, 175739.0)	(29.0, 270182.0)	(30.0, 380173.0)	(31.0, 523922.0)	(32.0, 689205.0)	(33.0, 973875.0)	(34.0, 1483019.0)	(35.0, 2877670.0)	(36.0, 8825502.0)	(37.0, 414866.0)								
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG354 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG354_2	(11.0, 2.0)	(12.0, 44.0)	(13.0, 391.0)	(14.0, 814.0)	(15.0, 1048.0)	(16.0, 1231.0)	(17.0, 1759.0)	(18.0, 2964.0)	(19.0, 5805.0)	(20.0, 11699.0)	(21.0, 23645.0)	(22.0, 45356.0)	(23.0, 85461.0)	(24.0, 94826.0)	(25.0, 78821.0)	(26.0, 91892.0)	(27.0, 125722.0)	(28.0, 169177.0)	(29.0, 233797.0)	(30.0, 321190.0)	(31.0, 467825.0)	(32.0, 686463.0)	(33.0, 1120865.0)	(34.0, 2001761.0)	(35.0, 4425797.0)	(36.0, 6771319.0)	(37.0, 101691.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG355 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG355_1	(14.0, 2.0)	(15.0, 13.0)	(16.0, 56.0)	(17.0, 162.0)	(18.0, 462.0)	(19.0, 1147.0)	(20.0, 2473.0)	(21.0, 5516.0)	(22.0, 10698.0)	(23.0, 20005.0)	(24.0, 34451.0)	(25.0, 60799.0)	(26.0, 102485.0)	(27.0, 173481.0)	(28.0, 271865.0)	(29.0, 413012.0)	(30.0, 582734.0)	(31.0, 816247.0)	(32.0, 1171644.0)	(33.0, 1571460.0)	(34.0, 2167339.0)	(35.0, 4259683.0)	(36.0, 13480131.0)	(37.0, 835235.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG355 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG355_2	(11.0, 3.0)	(12.0, 160.0)	(13.0, 935.0)	(14.0, 1680.0)	(15.0, 1899.0)	(16.0, 1816.0)	(17.0, 1927.0)	(18.0, 3006.0)	(19.0, 5897.0)	(20.0, 13406.0)	(21.0, 29538.0)	(22.0, 54534.0)	(23.0, 93478.0)	(24.0, 124308.0)	(25.0, 135356.0)	(26.0, 160864.0)	(27.0, 214535.0)	(28.0, 279180.0)	(29.0, 378419.0)	(30.0, 512333.0)	(31.0, 723988.0)	(32.0, 1040744.0)	(33.0, 1641128.0)	(34.0, 2826512.0)	(35.0, 6089858.0)	(36.0, 11315948.0)	(37.0, 329648.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG356 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG356_1	(14.0, 1.0)	(15.0, 17.0)	(16.0, 40.0)	(17.0, 163.0)	(18.0, 379.0)	(19.0, 950.0)	(20.0, 2295.0)	(21.0, 5348.0)	(22.0, 11061.0)	(23.0, 21612.0)	(24.0, 38685.0)	(25.0, 71477.0)	(26.0, 126484.0)	(27.0, 220686.0)	(28.0, 354030.0)	(29.0, 543851.0)	(30.0, 775040.0)	(31.0, 1082082.0)	(32.0, 1441770.0)	(33.0, 2038588.0)	(34.0, 3111948.0)	(35.0, 6102557.0)	(36.0, 16673397.0)	(37.0, 716213.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG356 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG356_2	(11.0, 2.0)	(12.0, 124.0)	(13.0, 770.0)	(14.0, 1365.0)	(15.0, 1352.0)	(16.0, 1261.0)	(17.0, 1478.0)	(18.0, 2274.0)	(19.0, 5216.0)	(20.0, 13530.0)	(21.0, 32675.0)	(22.0, 62971.0)	(23.0, 105469.0)	(24.0, 145843.0)	(25.0, 185763.0)	(26.0, 235395.0)	(27.0, 316602.0)	(28.0, 415472.0)	(29.0, 559785.0)	(30.0, 755709.0)	(31.0, 1062798.0)	(32.0, 1511862.0)	(33.0, 2363368.0)	(34.0, 3982871.0)	(35.0, 8266946.0)	(36.0, 13043507.0)	(37.0, 264266.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG357 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG357_1	(14.0, 1.0)	(15.0, 5.0)	(16.0, 23.0)	(17.0, 76.0)	(18.0, 189.0)	(19.0, 413.0)	(20.0, 878.0)	(21.0, 1778.0)	(22.0, 3645.0)	(23.0, 7217.0)	(24.0, 13852.0)	(25.0, 27810.0)	(26.0, 52414.0)	(27.0, 96673.0)	(28.0, 159815.0)	(29.0, 253082.0)	(30.0, 364336.0)	(31.0, 514195.0)	(32.0, 687765.0)	(33.0, 989092.0)	(34.0, 1506219.0)	(35.0, 3024865.0)	(36.0, 9512090.0)	(37.0, 482341.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG357 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG357_2	(11.0, 2.0)	(12.0, 130.0)	(13.0, 771.0)	(14.0, 1303.0)	(15.0, 1266.0)	(16.0, 1191.0)	(17.0, 1233.0)	(18.0, 1719.0)	(19.0, 3365.0)	(20.0, 7066.0)	(21.0, 14027.0)	(22.0, 24975.0)	(23.0, 42263.0)	(24.0, 58439.0)	(25.0, 66259.0)	(26.0, 82073.0)	(27.0, 112366.0)	(28.0, 150716.0)	(29.0, 212099.0)	(30.0, 297035.0)	(31.0, 439305.0)	(32.0, 653221.0)	(33.0, 1072397.0)	(34.0, 1905521.0)	(35.0, 4240202.0)	(36.0, 8088798.0)	(37.0, 221032.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG358 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG358_1	(14.0, 2.0)	(15.0, 37.0)	(16.0, 107.0)	(17.0, 244.0)	(18.0, 532.0)	(19.0, 1084.0)	(20.0, 1987.0)	(21.0, 4130.0)	(22.0, 7904.0)	(23.0, 15068.0)	(24.0, 27281.0)	(25.0, 50809.0)	(26.0, 89867.0)	(27.0, 155882.0)	(28.0, 246150.0)	(29.0, 372937.0)	(30.0, 520355.0)	(31.0, 710956.0)	(32.0, 936180.0)	(33.0, 1350297.0)	(34.0, 1903844.0)	(35.0, 3739819.0)	(36.0, 12475047.0)	(37.0, 778133.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG358 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG358_2	(11.0, 6.0)	(12.0, 255.0)	(13.0, 1234.0)	(14.0, 1854.0)	(15.0, 1766.0)	(16.0, 1718.0)	(17.0, 1968.0)	(18.0, 2863.0)	(19.0, 5890.0)	(20.0, 12004.0)	(21.0, 24162.0)	(22.0, 42510.0)	(23.0, 69866.0)	(24.0, 94353.0)	(25.0, 110249.0)	(26.0, 133556.0)	(27.0, 179121.0)	(28.0, 237792.0)	(29.0, 327137.0)	(30.0, 448709.0)	(31.0, 647797.0)	(32.0, 945680.0)	(33.0, 1525851.0)	(34.0, 2681102.0)	(35.0, 5818467.0)	(36.0, 9847488.0)	(37.0, 225254.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG359 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG359_1	(14.0, 1.0)	(15.0, 13.0)	(16.0, 51.0)	(17.0, 154.0)	(18.0, 311.0)	(19.0, 594.0)	(20.0, 1285.0)	(21.0, 2524.0)	(22.0, 5178.0)	(23.0, 10135.0)	(24.0, 19432.0)	(25.0, 37189.0)	(26.0, 66766.0)	(27.0, 115954.0)	(28.0, 182047.0)	(29.0, 271806.0)	(30.0, 376069.0)	(31.0, 507438.0)	(32.0, 655927.0)	(33.0, 919462.0)	(34.0, 1354664.0)	(35.0, 2596460.0)	(36.0, 8206765.0)	(37.0, 467356.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG359 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG359_2	(11.0, 4.0)	(12.0, 155.0)	(13.0, 709.0)	(14.0, 958.0)	(15.0, 916.0)	(16.0, 897.0)	(17.0, 1032.0)	(18.0, 1562.0)	(19.0, 3131.0)	(20.0, 7086.0)	(21.0, 14378.0)	(22.0, 25524.0)	(23.0, 42549.0)	(24.0, 60773.0)	(25.0, 73563.0)	(26.0, 82655.0)	(27.0, 107397.0)	(28.0, 141385.0)	(29.0, 191865.0)	(30.0, 261544.0)	(31.0, 375367.0)	(32.0, 548293.0)	(33.0, 884298.0)	(34.0, 1582374.0)	(35.0, 3640008.0)	(36.0, 7507687.0)	(37.0, 241471.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG360 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG360_1	(15.0, 18.0)	(16.0, 68.0)	(17.0, 164.0)	(18.0, 352.0)	(19.0, 821.0)	(20.0, 1608.0)	(21.0, 3298.0)	(22.0, 6450.0)	(23.0, 12746.0)	(24.0, 25165.0)	(25.0, 50059.0)	(26.0, 94179.0)	(27.0, 171281.0)	(28.0, 277822.0)	(29.0, 427681.0)	(30.0, 602060.0)	(31.0, 822693.0)	(32.0, 1076503.0)	(33.0, 1521315.0)	(34.0, 2258713.0)	(35.0, 4434431.0)	(36.0, 14701239.0)	(37.0, 805206.0)								
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG360 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG360_2	(11.0, 6.0)	(12.0, 312.0)	(13.0, 1427.0)	(14.0, 1897.0)	(15.0, 1698.0)	(16.0, 1621.0)	(17.0, 1939.0)	(18.0, 3255.0)	(19.0, 7032.0)	(20.0, 15502.0)	(21.0, 30052.0)	(22.0, 50576.0)	(23.0, 80800.0)	(24.0, 112397.0)	(25.0, 136180.0)	(26.0, 159437.0)	(27.0, 208590.0)	(28.0, 272721.0)	(29.0, 371246.0)	(30.0, 510201.0)	(31.0, 734699.0)	(32.0, 1072784.0)	(33.0, 1741694.0)	(34.0, 3094281.0)	(35.0, 6825996.0)	(36.0, 11589388.0)	(37.0, 268141.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG361 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG361_1	(14.0, 4.0)	(15.0, 23.0)	(16.0, 82.0)	(17.0, 232.0)	(18.0, 432.0)	(19.0, 858.0)	(20.0, 1670.0)	(21.0, 3481.0)	(22.0, 6793.0)	(23.0, 13386.0)	(24.0, 25659.0)	(25.0, 49753.0)	(26.0, 91526.0)	(27.0, 164698.0)	(28.0, 267557.0)	(29.0, 413463.0)	(30.0, 584030.0)	(31.0, 806220.0)	(32.0, 1061268.0)	(33.0, 1513175.0)	(34.0, 2193587.0)	(35.0, 4252121.0)	(36.0, 13662262.0)	(37.0, 777652.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG361 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG361_2	(11.0, 8.0)	(12.0, 243.0)	(13.0, 1278.0)	(14.0, 1867.0)	(15.0, 1774.0)	(16.0, 1677.0)	(17.0, 1902.0)	(18.0, 3101.0)	(19.0, 6386.0)	(20.0, 13480.0)	(21.0, 26766.0)	(22.0, 46652.0)	(23.0, 75948.0)	(24.0, 104077.0)	(25.0, 115450.0)	(26.0, 131713.0)	(27.0, 175576.0)	(28.0, 231322.0)	(29.0, 315737.0)	(30.0, 432649.0)	(31.0, 621603.0)	(32.0, 906099.0)	(33.0, 1459323.0)	(34.0, 2588953.0)	(35.0, 5930908.0)	(36.0, 12313660.0)	(37.0, 381780.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG362 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG362_1	(14.0, 5.0)	(15.0, 23.0)	(16.0, 64.0)	(17.0, 213.0)	(18.0, 488.0)	(19.0, 1065.0)	(20.0, 2090.0)	(21.0, 4290.0)	(22.0, 8388.0)	(23.0, 15898.0)	(24.0, 28262.0)	(25.0, 52493.0)	(26.0, 91980.0)	(27.0, 158134.0)	(28.0, 251725.0)	(29.0, 382741.0)	(30.0, 534208.0)	(31.0, 734261.0)	(32.0, 962287.0)	(33.0, 1367969.0)	(34.0, 1999956.0)	(35.0, 3892567.0)	(36.0, 12330793.0)	(37.0, 703872.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG362 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG362_2	(11.0, 10.0)	(12.0, 229.0)	(13.0, 1203.0)	(14.0, 1794.0)	(15.0, 1827.0)	(16.0, 1635.0)	(17.0, 1833.0)	(18.0, 2738.0)	(19.0, 5266.0)	(20.0, 11524.0)	(21.0, 23631.0)	(22.0, 43455.0)	(23.0, 72075.0)	(24.0, 95318.0)	(25.0, 105524.0)	(26.0, 124427.0)	(27.0, 164996.0)	(28.0, 216712.0)	(29.0, 294598.0)	(30.0, 404582.0)	(31.0, 579800.0)	(32.0, 846172.0)	(33.0, 1370768.0)	(34.0, 2436369.0)	(35.0, 5532471.0)	(36.0, 10868770.0)	(37.0, 316045.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG363 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG363_1	(14.0, 3.0)	(15.0, 27.0)	(16.0, 64.0)	(17.0, 188.0)	(18.0, 414.0)	(19.0, 809.0)	(20.0, 1792.0)	(21.0, 3640.0)	(22.0, 6788.0)	(23.0, 12339.0)	(24.0, 22144.0)	(25.0, 40402.0)	(26.0, 71818.0)	(27.0, 127808.0)	(28.0, 205341.0)	(29.0, 316033.0)	(30.0, 449070.0)	(31.0, 622399.0)	(32.0, 823521.0)	(33.0, 1156259.0)	(34.0, 1767983.0)	(35.0, 3494361.0)	(36.0, 11078272.0)	(37.0, 652792.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG363 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG363_2	(11.0, 7.0)	(12.0, 170.0)	(13.0, 987.0)	(14.0, 1610.0)	(15.0, 1655.0)	(16.0, 1513.0)	(17.0, 1807.0)	(18.0, 2438.0)	(19.0, 4663.0)	(20.0, 9804.0)	(21.0, 20594.0)	(22.0, 37633.0)	(23.0, 63781.0)	(24.0, 82245.0)	(25.0, 89378.0)	(26.0, 108728.0)	(27.0, 145685.0)	(28.0, 193004.0)	(29.0, 264299.0)	(30.0, 360512.0)	(31.0, 517503.0)	(32.0, 750653.0)	(33.0, 1207217.0)	(34.0, 2126609.0)	(35.0, 4811008.0)	(36.0, 9743653.0)	(37.0, 307111.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG364 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG364_1	(15.0, 14.0)	(16.0, 28.0)	(17.0, 48.0)	(18.0, 179.0)	(19.0, 380.0)	(20.0, 805.0)	(21.0, 1833.0)	(22.0, 3830.0)	(23.0, 8087.0)	(24.0, 16751.0)	(25.0, 33831.0)	(26.0, 61786.0)	(27.0, 109832.0)	(28.0, 175219.0)	(29.0, 264516.0)	(30.0, 367193.0)	(31.0, 495194.0)	(32.0, 643269.0)	(33.0, 915453.0)	(34.0, 1385718.0)	(35.0, 2676515.0)	(36.0, 8315126.0)	(37.0, 365488.0)								
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG364 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG364_2	(11.0, 3.0)	(12.0, 168.0)	(13.0, 701.0)	(14.0, 988.0)	(15.0, 1074.0)	(16.0, 1210.0)	(17.0, 1597.0)	(18.0, 2451.0)	(19.0, 4093.0)	(20.0, 7661.0)	(21.0, 15447.0)	(22.0, 30457.0)	(23.0, 59002.0)	(24.0, 90042.0)	(25.0, 86662.0)	(26.0, 65476.0)	(27.0, 75980.0)	(28.0, 101162.0)	(29.0, 141442.0)	(30.0, 198190.0)	(31.0, 295295.0)	(32.0, 448381.0)	(33.0, 765506.0)	(34.0, 1476864.0)	(35.0, 3786036.0)	(36.0, 7994914.0)	(37.0, 190293.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG365 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG365_1	(14.0, 1.0)	(15.0, 1.0)	(16.0, 27.0)	(17.0, 84.0)	(18.0, 226.0)	(19.0, 564.0)	(20.0, 1140.0)	(21.0, 2657.0)	(22.0, 5401.0)	(23.0, 10733.0)	(24.0, 20590.0)	(25.0, 40230.0)	(26.0, 73188.0)	(27.0, 130978.0)	(28.0, 210713.0)	(29.0, 324218.0)	(30.0, 457042.0)	(31.0, 633305.0)	(32.0, 856773.0)	(33.0, 1284345.0)	(34.0, 1734611.0)	(35.0, 3337250.0)	(36.0, 10718360.0)	(37.0, 587021.0)							
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG365 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG365_2	(11.0, 4.0)	(12.0, 236.0)	(13.0, 1201.0)	(14.0, 1843.0)	(15.0, 1743.0)	(16.0, 1540.0)	(17.0, 1621.0)	(18.0, 2436.0)	(19.0, 4624.0)	(20.0, 10269.0)	(21.0, 20640.0)	(22.0, 35501.0)	(23.0, 55512.0)	(24.0, 72892.0)	(25.0, 90498.0)	(26.0, 107744.0)	(27.0, 139501.0)	(28.0, 182383.0)	(29.0, 246914.0)	(30.0, 337622.0)	(31.0, 488175.0)	(32.0, 715070.0)	(33.0, 1163231.0)	(34.0, 2097338.0)	(35.0, 4844274.0)	(36.0, 9512775.0)	(37.0, 293871.0)				
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG366 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG366_1	(14.0, 5.0)	(15.0, 25.0)	(16.0, 75.0)	(17.0, 221.0)	(18.0, 476.0)	(19.0, 964.0)	(20.0, 1874.0)	(21.0, 3540.0)	(22.0, 6452.0)	(23.0, 11287.0)	(24.0, 19118.0)	(25.0, 34355.0)	(26.0, 60465.0)	(27.0, 109756.0)	(28.0, 182155.0)	(29.0, 293089.0)	(30.0, 433083.0)	(31.0, 624564.0)	(32.0, 853210.0)	(33.0, 1255530.0)	(34.0, 1877104.0)	(35.0, 3664957.0)	(36.0, 12067360.0)	(37.0, 728662.0)							
